Jar_ID,Treatment_ID,Mineral,Litter,DaysSinceAddn,sampling_date,total_respired_c,cum_total_respired_c,litter_derived_c,cum_litter_derived_c,soil_derived_c,cum_soil_derived_c,primed_c,cum_primed_c,perc_13c,cum_perc13c
R2_1,C-NL,Unamended,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_2,C-NL,Unamended,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_3,C-NL,Unamended,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_4,C-NL,Unamended,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_5,C-NL,Unamended,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_6,C-W,Unamended,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_7,C-W,Unamended,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_8,C-W,Unamended,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_9,C-W,Unamended,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_10,C-W,Unamended,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_11,C-C,Unamended,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_12,C-C,Unamended,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_13,C-C,Unamended,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_14,C-C,Unamended,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_15,C-C,Unamended,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_16,G-NL,Goethite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_17,G-NL,Goethite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_18,G-NL,Goethite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_19,G-NL,Goethite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_20,G-NL,Goethite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_21,G-W,Goethite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_22,G-W,Goethite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_23,G-W,Goethite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_24,G-W,Goethite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_25,G-W,Goethite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_26,G-C,Goethite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_27,G-C,Goethite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_28,G-C,Goethite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_29,G-C,Goethite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_30,G-C,Goethite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_31,K-NL,Kaolinite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_32,K-NL,Kaolinite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_33,K-NL,Kaolinite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_34,K-NL,Kaolinite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_35,K-NL,Kaolinite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_36,K-W,Kaolinite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_37,K-W,Kaolinite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_38,K-W,Kaolinite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_39,K-W,Kaolinite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_40,K-W,Kaolinite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_41,K-C,Kaolinite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_42,K-C,Kaolinite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_43,K-C,Kaolinite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_44,K-C,Kaolinite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_45,K-C,Kaolinite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_46,M-NL,Montmorillonite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_47,M-NL,Montmorillonite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_48,M-NL,Montmorillonite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_49,M-NL,Montmorillonite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_50,M-NL,Montmorillonite,No Litter,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_51,M-W,Montmorillonite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_52,M-W,Montmorillonite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_53,M-W,Montmorillonite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_54,M-W,Montmorillonite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_55,M-W,Montmorillonite,Winter Wheat,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_56,M-C,Montmorillonite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_57,M-C,Montmorillonite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_58,M-C,Montmorillonite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_59,M-C,Montmorillonite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_60,M-C,Montmorillonite,White Clover,0,27/10/2020,0,0,0,0,0,0,0,0,0,0
R2_1,C-NL,Unamended,No Litter,1,28/10/2020,9.99,9.99,0,0,9.99,9.99,0.08,0.08,0,0
R2_2,C-NL,Unamended,No Litter,1,28/10/2020,10.01,10.01,0,0,10.01,10.01,0.1,0.1,0,0
R2_3,C-NL,Unamended,No Litter,1,28/10/2020,9.93,9.93,0,0,9.93,9.93,0.02,0.02,0,0
R2_4,C-NL,Unamended,No Litter,1,28/10/2020,9.89,9.89,0,0,9.89,9.89,-0.02,-0.02,0,0
R2_5,C-NL,Unamended,No Litter,1,28/10/2020,9.72,9.72,0,0,9.72,9.72,-0.19,-0.19,0,0
R2_6,C-W,Unamended,Winter Wheat,1,28/10/2020,110.65,110.65,92.8,92.8,17.85,17.85,7.94,7.94,1.69,1.69
R2_7,C-W,Unamended,Winter Wheat,1,28/10/2020,115.89,115.89,97.57,97.57,18.31,18.31,8.41,8.41,1.77,1.77
R2_8,C-W,Unamended,Winter Wheat,1,28/10/2020,107.86,107.86,90.38,90.38,17.47,17.47,7.56,7.56,1.64,1.64
R2_9,C-W,Unamended,Winter Wheat,1,28/10/2020,121.07,121.07,102.15,102.15,18.92,18.92,9.01,9.01,1.86,1.86
R2_10,C-W,Unamended,Winter Wheat,1,28/10/2020,105.45,105.45,88.57,88.57,16.89,16.89,6.98,6.98,1.61,1.61
R2_11,C-C,Unamended,White Clover,1,28/10/2020,77.79,77.79,55.62,55.62,22.17,22.17,12.26,12.26,1.06,1.06
R2_12,C-C,Unamended,White Clover,1,28/10/2020,79.39,79.39,59.51,59.51,19.88,19.88,9.97,9.97,1.13,1.13
R2_13,C-C,Unamended,White Clover,1,28/10/2020,79.09,79.09,59.39,59.39,19.69,19.69,9.79,9.79,1.13,1.13
R2_14,C-C,Unamended,White Clover,1,28/10/2020,78.23,78.23,58.41,58.41,19.82,19.82,9.91,9.91,1.11,1.11
R2_15,C-C,Unamended,White Clover,1,28/10/2020,66.79,66.79,49.4,49.4,17.39,17.39,7.49,7.49,0.94,0.94
R2_16,G-NL,Goethite,No Litter,1,28/10/2020,6.31,6.31,0,0,6.31,6.31,0.04,0.04,0,0
R2_17,G-NL,Goethite,No Litter,1,28/10/2020,6.09,6.09,0,0,6.09,6.09,-0.18,-0.18,0,0
R2_18,G-NL,Goethite,No Litter,1,28/10/2020,6.42,6.42,0,0,6.42,6.42,0.15,0.15,0,0
R2_19,G-NL,Goethite,No Litter,1,28/10/2020,6.34,6.34,0,0,6.34,6.34,0.07,0.07,0,0
R2_20,G-NL,Goethite,No Litter,1,28/10/2020,6.18,6.18,0,0,6.18,6.18,-0.09,-0.09,0,0
R2_21,G-W,Goethite,Winter Wheat,1,28/10/2020,96.22,96.22,77.76,77.76,18.46,18.46,12.19,12.19,1.42,1.42
R2_22,G-W,Goethite,Winter Wheat,1,28/10/2020,89.25,89.25,73.88,73.88,15.36,15.36,9.09,9.09,1.34,1.34
R2_23,G-W,Goethite,Winter Wheat,1,28/10/2020,89.28,89.28,73.78,73.78,15.5,15.5,9.23,9.23,1.34,1.34
R2_24,G-W,Goethite,Winter Wheat,1,28/10/2020,84,84,67.98,67.98,16.01,16.01,9.74,9.74,1.24,1.24
R2_25,G-W,Goethite,Winter Wheat,1,28/10/2020,88.91,88.91,73.76,73.76,15.15,15.15,8.88,8.88,1.34,1.34
R2_26,G-C,Goethite,White Clover,1,28/10/2020,67.2,67.2,49.56,49.56,17.64,17.64,11.37,11.37,0.94,0.94
R2_27,G-C,Goethite,White Clover,1,28/10/2020,68.77,68.77,51.2,51.2,17.57,17.57,11.3,11.3,0.97,0.97
R2_28,G-C,Goethite,White Clover,1,28/10/2020,65.17,65.17,48.03,48.03,17.14,17.14,10.87,10.87,0.91,0.91
R2_29,G-C,Goethite,White Clover,1,28/10/2020,59.54,59.54,43.81,43.81,15.73,15.73,9.46,9.46,0.83,0.83
R2_30,G-C,Goethite,White Clover,1,28/10/2020,52.17,52.17,37.82,37.82,14.35,14.35,8.08,8.08,0.72,0.72
R2_31,K-NL,Kaolinite,No Litter,1,28/10/2020,8.29,8.29,0,0,8.29,8.29,0.29,0.29,0,0
R2_32,K-NL,Kaolinite,No Litter,1,28/10/2020,7.82,7.82,0,0,7.82,7.82,-0.18,-0.18,0,0
R2_33,K-NL,Kaolinite,No Litter,1,28/10/2020,7.78,7.78,0,0,7.78,7.78,-0.22,-0.22,0,0
R2_34,K-NL,Kaolinite,No Litter,1,28/10/2020,8.19,8.19,0,0,8.19,8.19,0.19,0.19,0,0
R2_35,K-NL,Kaolinite,No Litter,1,28/10/2020,7.91,7.91,0,0,7.92,7.92,-0.08,-0.08,0,0
R2_36,K-W,Kaolinite,Winter Wheat,1,28/10/2020,90.19,90.19,71.56,71.56,18.63,18.63,10.63,10.63,1.3,1.3
R2_37,K-W,Kaolinite,Winter Wheat,1,28/10/2020,80.75,80.75,66.66,66.66,14.09,14.09,6.09,6.09,1.21,1.21
R2_38,K-W,Kaolinite,Winter Wheat,1,28/10/2020,93.1,93.1,77.29,77.29,15.81,15.81,7.81,7.81,1.41,1.41
R2_39,K-W,Kaolinite,Winter Wheat,1,28/10/2020,76.55,76.55,63.17,63.17,13.38,13.38,5.38,5.38,1.15,1.15
R2_40,K-W,Kaolinite,Winter Wheat,1,28/10/2020,77.65,77.65,63.53,63.53,14.12,14.12,6.12,6.12,1.15,1.15
R2_41,K-C,Kaolinite,White Clover,1,28/10/2020,61.36,61.36,45.93,45.93,15.43,15.43,7.43,7.43,0.87,0.87
R2_42,K-C,Kaolinite,White Clover,1,28/10/2020,62.89,62.89,46.75,46.75,16.14,16.14,8.14,8.14,0.89,0.89
R2_43,K-C,Kaolinite,White Clover,1,28/10/2020,60.02,60.02,44.7,44.7,15.33,15.33,7.33,7.33,0.85,0.85
R2_44,K-C,Kaolinite,White Clover,1,28/10/2020,53.54,53.54,39.4,39.4,14.14,14.14,6.14,6.14,0.75,0.75
R2_45,K-C,Kaolinite,White Clover,1,28/10/2020,55.29,55.29,40.67,40.67,14.62,14.62,6.62,6.62,0.77,0.77
R2_46,M-NL,Montmorillonite,No Litter,1,28/10/2020,7.8,7.8,0,0,7.8,7.8,-1.21,-1.21,0,0
R2_47,M-NL,Montmorillonite,No Litter,1,28/10/2020,8.46,8.46,0,0,8.47,8.47,-0.54,-0.54,0,0
R2_48,M-NL,Montmorillonite,No Litter,1,28/10/2020,9.79,9.79,0,0,9.78,9.78,0.78,0.78,0,0
R2_49,M-NL,Montmorillonite,No Litter,1,28/10/2020,9.99,9.99,0,0,9.99,9.99,0.98,0.98,0,0
R2_50,M-NL,Montmorillonite,No Litter,1,28/10/2020,9.01,9.01,0,0,9.01,9.01,0,0,0,0
R2_51,M-W,Montmorillonite,Winter Wheat,1,28/10/2020,130.07,130.07,110.5,110.5,19.57,19.57,10.56,10.56,2.01,2.01
R2_52,M-W,Montmorillonite,Winter Wheat,1,28/10/2020,118.87,118.87,100.47,100.47,18.4,18.4,9.39,9.39,1.83,1.83
R2_53,M-W,Montmorillonite,Winter Wheat,1,28/10/2020,132.14,132.14,111.49,111.49,20.65,20.65,11.64,11.64,2.03,2.03
R2_54,M-W,Montmorillonite,Winter Wheat,1,28/10/2020,96.05,96.05,79.47,79.47,16.58,16.58,7.58,7.58,1.45,1.45
R2_55,M-W,Montmorillonite,Winter Wheat,1,28/10/2020,100.63,100.63,85.62,85.62,15.01,15.01,6,6,1.55,1.55
R2_56,M-C,Montmorillonite,White Clover,1,28/10/2020,111.89,111.89,86.51,86.51,25.38,25.38,16.37,16.37,1.65,1.65
R2_57,M-C,Montmorillonite,White Clover,1,28/10/2020,64.68,64.68,46.52,46.52,18.17,18.17,9.16,9.16,0.89,0.89
R2_58,M-C,Montmorillonite,White Clover,1,28/10/2020,71.01,71.01,52.09,52.09,18.92,18.92,9.91,9.91,0.99,0.99
R2_59,M-C,Montmorillonite,White Clover,1,28/10/2020,94.33,94.33,71.11,71.11,23.22,23.22,14.21,14.21,1.35,1.35
R2_60,M-C,Montmorillonite,White Clover,1,28/10/2020,53.34,53.34,39.24,39.24,14.09,14.09,5.08,5.08,0.75,0.75
R2_1,C-NL,Unamended,No Litter,2,29/10/2020,8.63,18.63,0,0,8.64,18.63,0.15,0.24,0,0
R2_2,C-NL,Unamended,No Litter,2,29/10/2020,8.64,18.65,0,0,8.64,18.65,0.16,0.26,0,0
R2_3,C-NL,Unamended,No Litter,2,29/10/2020,8.4,18.33,0,0,8.4,18.33,-0.08,-0.06,0,0
R2_4,C-NL,Unamended,No Litter,2,29/10/2020,8.51,18.4,0,0,8.51,18.4,0.03,0.01,0,0
R2_5,C-NL,Unamended,No Litter,2,29/10/2020,8.23,17.95,0,0,8.23,17.95,-0.25,-0.44,0,0
R2_6,C-W,Unamended,Winter Wheat,2,29/10/2020,302.96,413.61,267.36,360.16,35.6,53.45,27.12,35.06,4.87,6.56
R2_7,C-W,Unamended,Winter Wheat,2,29/10/2020,306.74,422.62,270.83,368.41,35.9,54.22,27.42,35.83,4.91,6.69
R2_8,C-W,Unamended,Winter Wheat,2,29/10/2020,274.19,382.05,240.86,331.24,33.33,50.8,24.85,32.41,4.37,6.01
R2_9,C-W,Unamended,Winter Wheat,2,29/10/2020,301.93,423.01,266.81,368.97,35.12,54.04,26.64,35.65,4.85,6.71
R2_10,C-W,Unamended,Winter Wheat,2,29/10/2020,250.34,355.8,219.86,308.43,30.48,47.37,22,28.98,4,5.61
R2_11,C-C,Unamended,White Clover,2,29/10/2020,326.01,403.8,268.65,324.27,57.36,79.53,48.87,61.14,5.12,6.18
R2_12,C-C,Unamended,White Clover,2,29/10/2020,325.05,404.43,268.03,327.54,57.01,76.89,48.53,58.5,5.1,6.23
R2_13,C-C,Unamended,White Clover,2,29/10/2020,298.9,377.98,246.93,306.32,51.97,71.66,43.49,53.27,4.69,5.82
R2_14,C-C,Unamended,White Clover,2,29/10/2020,298.7,376.94,245.92,304.34,52.78,72.6,44.3,54.21,4.69,5.8
R2_15,C-C,Unamended,White Clover,2,29/10/2020,229.89,296.68,188.72,238.12,41.17,58.56,32.68,40.17,3.6,4.54
R2_16,G-NL,Goethite,No Litter,2,29/10/2020,5.24,11.56,0,0,5.24,11.56,-0.19,-0.15,0,0
R2_17,G-NL,Goethite,No Litter,2,29/10/2020,5.47,11.56,0,0,5.47,11.56,0.03,-0.14,0,0
R2_18,G-NL,Goethite,No Litter,2,29/10/2020,5.51,11.93,0,0,5.51,11.93,0.07,0.23,0,0
R2_19,G-NL,Goethite,No Litter,2,29/10/2020,5.46,11.8,0,0,5.46,11.8,0.02,0.1,0,0
R2_20,G-NL,Goethite,No Litter,2,29/10/2020,5.49,11.67,0,0,5.49,11.67,0.06,-0.03,0,0
R2_21,G-W,Goethite,Winter Wheat,2,29/10/2020,243.94,340.16,210.71,288.47,33.23,51.69,27.79,39.99,3.85,5.28
R2_22,G-W,Goethite,Winter Wheat,2,29/10/2020,229.28,318.53,199.07,272.95,30.22,45.58,24.78,33.88,3.62,4.96
R2_23,G-W,Goethite,Winter Wheat,2,29/10/2020,212.61,301.89,183.76,257.54,28.85,44.35,23.41,32.65,3.34,4.68
R2_24,G-W,Goethite,Winter Wheat,2,29/10/2020,225.47,309.47,195.9,263.88,29.57,45.58,24.14,33.88,3.57,4.81
R2_25,G-W,Goethite,Winter Wheat,2,29/10/2020,212.14,301.05,183.51,257.27,28.63,43.78,23.2,32.08,3.33,4.67
R2_26,G-C,Goethite,White Clover,2,29/10/2020,244.62,311.82,200.67,250.23,43.95,61.59,38.52,49.89,3.81,4.75
R2_27,G-C,Goethite,White Clover,2,29/10/2020,271.62,340.38,222.29,273.49,49.33,66.9,43.89,55.19,4.23,5.21
R2_28,G-C,Goethite,White Clover,2,29/10/2020,230.79,295.96,188.71,236.74,42.08,59.22,36.64,47.51,3.59,4.5
R2_29,G-C,Goethite,White Clover,2,29/10/2020,208.71,268.25,170.32,214.13,38.39,54.12,32.96,42.42,3.24,4.08
R2_30,G-C,Goethite,White Clover,2,29/10/2020,145.01,197.18,117.2,155.02,27.81,42.15,22.37,30.45,2.23,2.95
R2_31,K-NL,Kaolinite,No Litter,2,29/10/2020,7.01,15.3,0,0,7.01,15.3,0.25,0.54,0,0
R2_32,K-NL,Kaolinite,No Litter,2,29/10/2020,6.9,14.72,0,0,6.9,14.72,0.14,-0.04,0,0
R2_33,K-NL,Kaolinite,No Litter,2,29/10/2020,6.53,14.32,0,0,6.53,14.31,-0.22,-0.44,0,0
R2_34,K-NL,Kaolinite,No Litter,2,29/10/2020,6.78,14.98,0,0,6.78,14.98,0.03,0.22,0,0
R2_35,K-NL,Kaolinite,No Litter,2,29/10/2020,6.56,14.47,0,0,6.56,14.48,-0.2,-0.28,0,0
R2_36,K-W,Kaolinite,Winter Wheat,2,29/10/2020,245.24,335.43,213.33,284.89,31.9,50.54,25.15,35.78,3.88,5.17
R2_37,K-W,Kaolinite,Winter Wheat,2,29/10/2020,228.09,308.85,197.25,263.91,30.85,44.94,24.09,30.18,3.58,4.79
R2_38,K-W,Kaolinite,Winter Wheat,2,29/10/2020,258.03,351.13,225.69,302.98,32.34,48.15,25.58,33.39,4.1,5.51
R2_39,K-W,Kaolinite,Winter Wheat,2,29/10/2020,228.2,304.75,194.7,257.87,33.5,46.88,26.75,32.13,3.55,4.7
R2_40,K-W,Kaolinite,Winter Wheat,2,29/10/2020,215.66,293.31,185.74,249.27,29.93,44.05,23.17,29.29,3.37,4.53
R2_41,K-C,Kaolinite,White Clover,2,29/10/2020,294.82,356.18,241,286.93,53.82,69.25,47.06,54.49,4.58,5.46
R2_42,K-C,Kaolinite,White Clover,2,29/10/2020,267.24,330.13,219.77,266.52,47.47,63.61,40.71,48.86,4.18,5.07
R2_43,K-C,Kaolinite,White Clover,2,29/10/2020,249.52,309.55,204.29,248.98,45.24,60.57,38.48,45.81,3.9,4.75
R2_44,K-C,Kaolinite,White Clover,2,29/10/2020,215.04,268.58,174.7,214.11,40.33,54.47,33.58,39.71,3.33,4.08
R2_45,K-C,Kaolinite,White Clover,2,29/10/2020,199.66,254.95,163.12,203.79,36.54,51.16,29.78,36.4,3.1,3.87
R2_46,M-NL,Montmorillonite,No Litter,2,29/10/2020,6.09,13.89,0,0,6.09,13.89,-0.32,-1.53,0,0
R2_47,M-NL,Montmorillonite,No Litter,2,29/10/2020,6.47,14.93,0,0,6.47,14.94,0.06,-0.49,0,0
R2_48,M-NL,Montmorillonite,No Litter,2,29/10/2020,6.43,16.22,0,0,6.43,16.22,0.02,0.8,0,0
R2_49,M-NL,Montmorillonite,No Litter,2,29/10/2020,6.8,16.79,0,0,6.8,16.79,0.39,1.37,0,0
R2_50,M-NL,Montmorillonite,No Litter,2,29/10/2020,6.27,15.28,0,0,6.27,15.27,-0.14,-0.15,0,0
R2_51,M-W,Montmorillonite,Winter Wheat,2,29/10/2020,237.91,367.98,210.41,320.91,27.5,47.07,21.09,31.65,3.83,5.85
R2_52,M-W,Montmorillonite,Winter Wheat,2,29/10/2020,215.25,334.12,190.6,291.07,24.65,43.05,18.24,27.63,3.47,5.3
R2_53,M-W,Montmorillonite,Winter Wheat,2,29/10/2020,233.12,365.26,205.5,316.98,27.62,48.28,21.21,32.85,3.75,5.78
R2_54,M-W,Montmorillonite,Winter Wheat,2,29/10/2020,161.88,257.93,140.06,219.53,21.81,38.4,15.4,22.98,2.55,3.99
R2_55,M-W,Montmorillonite,Winter Wheat,2,29/10/2020,209.37,310,183.44,269.06,25.93,40.94,19.52,25.52,3.33,4.88
R2_56,M-C,Montmorillonite,White Clover,2,29/10/2020,341.57,453.46,289.75,376.26,51.82,77.2,45.41,61.78,5.51,7.16
R2_57,M-C,Montmorillonite,White Clover,2,29/10/2020,225.96,290.64,187.13,233.65,38.83,56.99,32.41,41.57,3.57,4.45
R2_58,M-C,Montmorillonite,White Clover,2,29/10/2020,262.55,333.56,215.4,267.49,47.15,66.07,40.73,50.65,4.1,5.09
R2_59,M-C,Montmorillonite,White Clover,2,29/10/2020,303.3,397.63,248.53,319.64,54.77,77.99,48.35,62.57,4.72,6.07
R2_60,M-C,Montmorillonite,White Clover,2,29/10/2020,219,272.34,175.93,215.17,43.08,57.17,36.66,41.75,3.35,4.1
R2_1,C-NL,Unamended,No Litter,3,30/10/2020,8.4,27.03,0,0,8.4,27.03,-0.1,0.14,0,0
R2_2,C-NL,Unamended,No Litter,3,30/10/2020,8.69,27.34,0,0,8.69,27.34,0.19,0.45,0,0
R2_3,C-NL,Unamended,No Litter,3,30/10/2020,8.72,27.05,0,0,8.72,27.05,0.22,0.16,0,0
R2_4,C-NL,Unamended,No Litter,3,30/10/2020,8.42,26.82,0,0,8.42,26.82,-0.08,-0.07,0,0
R2_5,C-NL,Unamended,No Litter,3,30/10/2020,8.26,26.2,0,0,8.25,26.2,-0.24,-0.69,0,0
R2_6,C-W,Unamended,Winter Wheat,3,30/10/2020,332.03,745.64,299.94,660.1,32.09,85.54,23.59,58.65,5.46,12.02
R2_7,C-W,Unamended,Winter Wheat,3,30/10/2020,362.49,785.11,325.87,694.27,36.62,90.84,28.13,63.95,5.91,12.6
R2_8,C-W,Unamended,Winter Wheat,3,30/10/2020,360.38,742.43,322.38,653.62,38,88.8,29.5,61.91,5.85,11.87
R2_9,C-W,Unamended,Winter Wheat,3,30/10/2020,365.79,788.79,328.16,697.12,37.63,91.67,29.13,64.78,5.97,12.67
R2_10,C-W,Unamended,Winter Wheat,3,30/10/2020,370.76,726.56,331.68,640.11,39.08,86.45,30.58,59.56,6.03,11.64
R2_11,C-C,Unamended,White Clover,3,30/10/2020,341.46,745.25,317.94,642.21,23.51,103.04,15.01,76.15,6.06,12.24
R2_12,C-C,Unamended,White Clover,3,30/10/2020,341.11,745.54,318.81,646.35,22.3,99.19,13.8,72.3,6.06,12.3
R2_13,C-C,Unamended,White Clover,3,30/10/2020,380.51,758.5,356,662.32,24.52,96.18,16.02,69.29,6.76,12.59
R2_14,C-C,Unamended,White Clover,3,30/10/2020,352.22,729.16,327.83,632.16,24.4,97,15.9,70.11,6.25,12.04
R2_15,C-C,Unamended,White Clover,3,30/10/2020,377.23,673.91,337.98,576.1,39.25,97.81,30.75,70.92,6.44,10.98
R2_16,G-NL,Goethite,No Litter,3,30/10/2020,4.71,16.27,0,0,4.71,16.27,-0.39,-0.54,0,0
R2_17,G-NL,Goethite,No Litter,3,30/10/2020,5.34,16.9,0,0,5.33,16.9,0.23,0.09,0,0
R2_18,G-NL,Goethite,No Litter,3,30/10/2020,5.49,17.43,0,0,5.49,17.42,0.39,0.62,0,0
R2_19,G-NL,Goethite,No Litter,3,30/10/2020,4.63,16.43,0,0,4.63,16.43,-0.47,-0.38,0,0
R2_20,G-NL,Goethite,No Litter,3,30/10/2020,5.34,17.02,0,0,5.34,17.02,0.24,0.21,0,0
R2_21,G-W,Goethite,Winter Wheat,3,30/10/2020,328.03,668.18,291.46,579.93,36.57,88.26,31.46,71.45,5.33,10.61
R2_22,G-W,Goethite,Winter Wheat,3,30/10/2020,336.83,655.36,299.35,572.29,37.49,83.07,32.38,66.26,5.44,10.41
R2_23,G-W,Goethite,Winter Wheat,3,30/10/2020,322.22,624.11,285.71,543.24,36.51,80.86,31.41,64.06,5.19,9.87
R2_24,G-W,Goethite,Winter Wheat,3,30/10/2020,340.48,649.95,302.78,566.66,37.7,83.29,32.6,66.48,5.52,10.33
R2_25,G-W,Goethite,Winter Wheat,3,30/10/2020,331.28,632.33,294.35,551.62,36.93,80.72,31.83,63.91,5.35,10.02
R2_26,G-C,Goethite,White Clover,3,30/10/2020,317.56,629.38,279.5,529.72,38.07,99.66,32.96,82.85,5.31,10.06
R2_27,G-C,Goethite,White Clover,3,30/10/2020,321.77,662.15,288.28,561.77,33.49,100.39,28.39,83.58,5.49,10.69
R2_28,G-C,Goethite,White Clover,3,30/10/2020,314.74,610.7,276.13,512.87,38.62,97.83,33.51,81.03,5.25,9.75
R2_29,G-C,Goethite,White Clover,3,30/10/2020,310.04,578.3,271.22,485.36,38.82,92.94,33.72,76.13,5.17,9.25
R2_30,G-C,Goethite,White Clover,3,30/10/2020,315.46,512.64,267.51,422.53,47.95,90.1,42.85,73.3,5.09,8.05
R2_31,K-NL,Kaolinite,No Litter,3,30/10/2020,6.56,21.86,0,0,6.56,21.86,0.22,0.76,0,0
R2_32,K-NL,Kaolinite,No Litter,3,30/10/2020,6.42,21.14,0,0,6.42,21.15,0.08,0.04,0,0
R2_33,K-NL,Kaolinite,No Litter,3,30/10/2020,6.27,20.59,0,0,6.27,20.59,-0.08,-0.52,0,0
R2_34,K-NL,Kaolinite,No Litter,3,30/10/2020,6.1,21.08,0,0,6.1,21.08,-0.25,-0.03,0,0
R2_35,K-NL,Kaolinite,No Litter,3,30/10/2020,6.38,20.86,0,0,6.38,20.86,0.03,-0.25,0,0
R2_36,K-W,Kaolinite,Winter Wheat,3,30/10/2020,346.13,681.56,308.31,593.2,37.82,88.36,31.47,67.25,5.6,10.77
R2_37,K-W,Kaolinite,Winter Wheat,3,30/10/2020,339.51,648.35,301.96,565.87,37.55,82.48,31.2,61.38,5.48,10.28
R2_38,K-W,Kaolinite,Winter Wheat,3,30/10/2020,353.45,704.59,317.23,620.21,36.23,84.37,29.88,63.27,5.77,11.28
R2_39,K-W,Kaolinite,Winter Wheat,3,30/10/2020,320.29,625.04,287.22,545.09,33.07,79.95,26.72,58.84,5.23,9.93
