Jar_ID,Treatment_ID,Mineral,Litter,DaysSinceAddn,sampling_date,total_respired_c,cum_total_respired_c,litter_derived_c,cum_litter_derived_c,soil_derived_c,cum_soil_derived_c,primed_c,cum_primed_c,perc_13c,cum_perc13c
R2_30,G-C,Goethite,White Clover,8,04/11/2020,53.1,1311.54,53.51,1218.38,-0.41,93.16,-5.58,51.51,1.03,23.21
R2_31,K-NL,Kaolinite,No Litter,8,04/11/2020,6.56,54,0,0,6.56,54,-0.21,1.34,0,0
R2_32,K-NL,Kaolinite,No Litter,8,04/11/2020,7.18,53.45,0,0,7.18,53.45,0.42,0.79,0,0
R2_33,K-NL,Kaolinite,No Litter,8,04/11/2020,6.82,52.11,0,0,6.82,52.11,0.06,-0.55,0,0
R2_34,K-NL,Kaolinite,No Litter,8,04/11/2020,6.85,52.53,0,0,6.85,52.53,0.08,-0.13,0,0
R2_35,K-NL,Kaolinite,No Litter,8,04/11/2020,6.41,51.22,0,0,6.41,51.22,-0.35,-1.44,0,0
R2_36,K-W,Kaolinite,Winter Wheat,8,04/11/2020,53.25,1195.29,46.54,1048.52,6.71,146.77,-0.06,94.11,0.85,19.05
R2_37,K-W,Kaolinite,Winter Wheat,8,04/11/2020,56.41,1169.34,48.9,1026.16,7.5,143.19,0.74,90.52,0.89,18.65
R2_38,K-W,Kaolinite,Winter Wheat,8,04/11/2020,55.09,1219.94,48.11,1078.67,6.98,141.26,0.21,88.6,0.88,19.62
R2_39,K-W,Kaolinite,Winter Wheat,8,04/11/2020,53.44,1137.78,46.78,1000.62,6.66,137.16,-0.1,84.5,0.86,18.24
R2_40,K-W,Kaolinite,Winter Wheat,8,04/11/2020,52.99,1146.14,46.05,1005.37,6.93,140.77,0.17,88.11,0.84,18.27
R2_41,K-C,Kaolinite,White Clover,8,04/11/2020,126.35,1618.28,125.49,1522.72,0.86,95.55,-5.91,42.89,2.4,28.98
R2_42,K-C,Kaolinite,White Clover,8,04/11/2020,141.55,1675.08,140,1577.44,1.55,97.63,-5.22,44.97,2.68,30.05
R2_43,K-C,Kaolinite,White Clover,8,04/11/2020,135.73,1581.98,135.37,1490.86,0.36,91.12,-6.4,38.46,2.6,28.45
R2_44,K-C,Kaolinite,White Clover,8,04/11/2020,134.1,1483.24,134.37,1393.33,-0.27,89.91,-7.04,37.24,2.57,26.56
R2_45,K-C,Kaolinite,White Clover,8,04/11/2020,129.05,1555.1,128.54,1471.75,0.5,83.35,-6.26,30.69,2.46,27.96
R2_46,M-NL,Montmorillonite,No Litter,8,04/11/2020,5.15,45.01,0,0,5.14,45.01,-0.33,-2.59,0,0
R2_47,M-NL,Montmorillonite,No Litter,8,04/11/2020,5.61,47.14,,-0.01,,41.53,-5.48,-6.06,0,0
R2_48,M-NL,Montmorillonite,No Litter,8,04/11/2020,5.37,47.9,0,0,5.37,47.9,-0.11,0.3,0,0
R2_49,M-NL,Montmorillonite,No Litter,8,04/11/2020,6.49,53.08,0,0,6.49,53.09,1.02,5.49,0,0
R2_50,M-NL,Montmorillonite,No Litter,8,04/11/2020,4.9,44.97,0,0.01,4.9,44.97,-0.57,-2.63,0,0
R2_51,M-W,Montmorillonite,Winter Wheat,8,04/11/2020,46.69,1065.24,39.32,929.96,7.38,135.28,1.9,87.69,0.72,16.95
R2_52,M-W,Montmorillonite,Winter Wheat,8,04/11/2020,45.74,1072.57,38.48,935.7,7.27,136.87,1.79,89.28,0.71,17.06
R2_53,M-W,Montmorillonite,Winter Wheat,8,04/11/2020,46.43,1053.67,38.62,911.36,7.81,142.31,2.33,94.72,0.71,16.63
R2_54,M-W,Montmorillonite,Winter Wheat,8,04/11/2020,45.75,1028.82,39.14,888.68,6.61,140.15,1.13,92.55,0.72,16.18
R2_55,M-W,Montmorillonite,Winter Wheat,8,04/11/2020,44.14,987.15,36.07,853.49,8.07,133.66,2.59,86.06,0.66,15.49
R2_56,M-C,Montmorillonite,White Clover,8,04/11/2020,110.59,1384.85,107.17,1273.12,3.41,111.73,-2.06,64.14,2.15,24.32
R2_57,M-C,Montmorillonite,White Clover,8,04/11/2020,113.02,1250.32,118.47,1156.93,-5.45,93.39,-10.93,45.8,2.27,22.07
R2_58,M-C,Montmorillonite,White Clover,8,04/11/2020,125.51,1353.47,125.52,1256,-0.01,97.47,-5.48,49.88,2.4,23.91
R2_59,M-C,Montmorillonite,White Clover,8,04/11/2020,106.68,1291.32,104.36,1181.37,2.32,109.95,-3.15,62.35,1.99,22.44
R2_60,M-C,Montmorillonite,White Clover,8,04/11/2020,109.39,1148.52,107.09,1052.85,2.31,95.66,-3.17,48.07,2.05,20.08
R2_1,C-NL,Unamended,No Litter,9,05/11/2020,7.72,77.19,0,0,7.72,77.19,0.39,2.5,0,0
R2_2,C-NL,Unamended,No Litter,9,05/11/2020,7.42,76.86,0,0,7.42,76.86,0.08,2.17,0,0
R2_3,C-NL,Unamended,No Litter,9,05/11/2020,7.06,74.4,0,-0.01,7.06,74.41,-0.27,-0.28,0,0
R2_4,C-NL,Unamended,No Litter,9,05/11/2020,7.17,72.54,0,0,7.17,72.54,-0.17,-2.15,0,0
R2_5,C-NL,Unamended,No Litter,9,05/11/2020,7.31,72.47,0,0.01,7.31,72.46,-0.03,-2.23,0,0
R2_6,C-W,Unamended,Winter Wheat,9,05/11/2020,43.05,1267.52,35.36,1112.8,7.69,154.73,0.35,80.03,0.64,20.27
R2_7,C-W,Unamended,Winter Wheat,9,05/11/2020,41.18,1319.76,34.15,1158.19,7.04,161.57,-0.3,86.88,0.62,21.02
R2_8,C-W,Unamended,Winter Wheat,9,05/11/2020,39.38,1270.59,32.2,1109.31,7.18,161.28,-0.15,86.59,0.58,20.15
R2_9,C-W,Unamended,Winter Wheat,9,05/11/2020,41.24,1297.41,34.13,1136.56,7.1,160.85,-0.23,86.16,0.62,20.67
R2_10,C-W,Unamended,Winter Wheat,9,05/11/2020,41.03,1245.17,33.64,1087.88,7.39,157.3,0.06,82.6,0.61,19.79
R2_11,C-C,Unamended,White Clover,9,05/11/2020,104.11,1818.75,100.44,1699.8,3.67,118.95,-3.66,44.26,1.91,32.4
R2_12,C-C,Unamended,White Clover,9,05/11/2020,93.52,1779.72,89.75,1662.39,3.77,117.34,-3.56,42.65,1.71,31.64
R2_13,C-C,Unamended,White Clover,9,05/11/2020,101.93,1802.34,99.39,1692.87,2.54,109.47,-4.8,34.78,1.89,32.18
R2_14,C-C,Unamended,White Clover,9,05/11/2020,102.59,1753.16,99.78,1642.87,2.81,110.29,-4.52,35.6,1.9,31.31
R2_15,C-C,Unamended,White Clover,9,05/11/2020,103.62,1720.07,100.8,1607.97,2.82,112.1,-4.51,37.41,1.92,30.66
R2_16,G-NL,Goethite,No Litter,9,05/11/2020,4.21,44.88,0,0,4.21,44.88,-0.14,-1.11,0,0
R2_17,G-NL,Goethite,No Litter,9,05/11/2020,4.26,46.41,0,0,4.26,46.41,-0.08,0.41,0,0
R2_18,G-NL,Goethite,No Litter,9,05/11/2020,4.63,48.49,0,0,4.63,48.49,0.28,2.5,0,0
R2_19,G-NL,Goethite,No Litter,9,05/11/2020,4.06,43.99,0,0,4.06,43.99,-0.28,-2,0,0
R2_20,G-NL,Goethite,No Litter,9,05/11/2020,4.56,46.19,0,0,4.56,46.19,0.21,0.2,0,0
R2_21,G-W,Goethite,Winter Wheat,9,05/11/2020,38.27,1192.33,32.52,1037.31,5.75,155.03,1.41,109.03,0.59,18.98
R2_22,G-W,Goethite,Winter Wheat,9,05/11/2020,40.1,1218.41,34.12,1067.92,5.98,150.49,1.64,104.5,0.62,19.42
R2_23,G-W,Goethite,Winter Wheat,9,05/11/2020,41.23,1183.14,35.12,1033.94,6.11,149.2,1.77,103.2,0.64,18.79
R2_24,G-W,Goethite,Winter Wheat,9,05/11/2020,40.83,1193.48,34.79,1046.17,6.04,147.31,1.7,101.32,0.63,19.08
R2_25,G-W,Goethite,Winter Wheat,9,05/11/2020,40.4,1170.75,34.69,1023.67,5.71,147.08,1.37,101.09,0.63,18.61
R2_26,G-C,Goethite,White Clover,9,05/11/2020,105.75,1678.64,105.38,1576.21,0.37,102.43,-3.97,56.44,2,29.95
R2_27,G-C,Goethite,White Clover,9,05/11/2020,97.63,1696.77,94.61,1589.25,3.02,107.51,-1.32,61.52,1.8,30.26
R2_28,G-C,Goethite,White Clover,9,05/11/2020,103.72,1649.61,100.52,1548.69,3.2,100.93,-1.15,54.94,1.91,29.46
R2_29,G-C,Goethite,White Clover,9,05/11/2020,107.46,1564.04,104.67,1464.33,2.79,99.71,-1.55,53.72,1.99,27.91
R2_30,G-C,Goethite,White Clover,9,05/11/2020,108.64,1420.18,106.6,1324.98,2.03,95.2,-2.31,49.2,2.03,25.24
R2_31,K-NL,Kaolinite,No Litter,9,05/11/2020,6.29,60.29,0,0,6.29,60.29,0.32,1.66,0,0
R2_32,K-NL,Kaolinite,No Litter,9,05/11/2020,5.67,59.12,0,0,5.67,59.12,-0.3,0.49,0,0
R2_33,K-NL,Kaolinite,No Litter,9,05/11/2020,5.87,57.98,0,0,5.87,57.98,-0.1,-0.65,0,0
R2_34,K-NL,Kaolinite,No Litter,9,05/11/2020,6.11,58.63,0,0,6.11,58.63,0.14,0,0,0
R2_35,K-NL,Kaolinite,No Litter,9,05/11/2020,5.91,57.13,0,0,5.91,57.13,-0.06,-1.5,0,0
R2_36,K-W,Kaolinite,Winter Wheat,9,05/11/2020,42.95,1238.24,35.51,1084.03,7.44,154.21,1.47,95.58,0.65,19.7
R2_37,K-W,Kaolinite,Winter Wheat,9,05/11/2020,40.46,1209.8,33.41,1059.57,7.05,150.24,1.08,91.6,0.61,19.25
R2_38,K-W,Kaolinite,Winter Wheat,9,05/11/2020,42.5,1262.44,35.22,1113.89,7.29,148.55,1.32,89.92,0.64,20.26
R2_39,K-W,Kaolinite,Winter Wheat,9,05/11/2020,44.68,1182.46,37.46,1038.08,7.22,144.38,1.25,85.75,0.68,18.92
R2_40,K-W,Kaolinite,Winter Wheat,9,05/11/2020,44.18,1190.32,36.7,1042.06,7.48,148.25,1.51,89.62,0.67,18.93
R2_41,K-C,Kaolinite,White Clover,9,05/11/2020,104.74,1723.02,101.34,1624.07,3.39,98.95,-2.58,40.32,1.93,30.91
R2_42,K-C,Kaolinite,White Clover,9,05/11/2020,102.04,1777.11,97.89,1675.34,4.14,101.78,-1.83,43.15,1.86,31.91
R2_43,K-C,Kaolinite,White Clover,9,05/11/2020,106.47,1688.46,103.68,1594.54,2.8,93.92,-3.17,35.28,1.98,30.43
R2_44,K-C,Kaolinite,White Clover,9,05/11/2020,107.4,1590.64,104.49,1497.83,2.91,92.82,-3.06,34.19,1.99,28.55
R2_45,K-C,Kaolinite,White Clover,9,05/11/2020,108.24,1663.34,105.32,1577.07,2.92,86.27,-3.05,27.64,2,29.96
R2_46,M-NL,Montmorillonite,No Litter,9,05/11/2020,4.74,49.75,0,0,4.74,49.75,-0.02,-2.6,0,0
R2_47,M-NL,Montmorillonite,No Litter,9,05/11/2020,4.2,51.34,0,-0.01,4.2,45.73,-0.55,-6.61,0,0
R2_48,M-NL,Montmorillonite,No Litter,9,05/11/2020,4.5,52.4,0,0,4.5,52.4,-0.26,0.05,0,0
R2_49,M-NL,Montmorillonite,No Litter,9,05/11/2020,5.87,58.95,0,0,5.87,58.96,1.12,6.61,0,0
R2_50,M-NL,Montmorillonite,No Litter,9,05/11/2020,4.46,49.44,0,0,4.46,49.43,-0.29,-2.92,0,0
R2_51,M-W,Montmorillonite,Winter Wheat,9,05/11/2020,36.15,1101.39,28.77,958.73,7.38,142.66,2.62,90.31,0.52,17.47
R2_52,M-W,Montmorillonite,Winter Wheat,9,05/11/2020,38.57,1111.15,30.59,966.29,7.98,144.85,3.23,92.5,0.56,17.62
R2_53,M-W,Montmorillonite,Winter Wheat,9,05/11/2020,38.51,1092.18,31.09,942.45,7.41,149.73,2.66,97.38,0.57,17.2
R2_54,M-W,Montmorillonite,Winter Wheat,9,05/11/2020,46.38,1075.2,38.18,926.86,8.19,148.34,3.44,95.99,0.69,16.87
R2_55,M-W,Montmorillonite,Winter Wheat,9,05/11/2020,37.66,1024.81,29.62,883.11,8.04,141.7,3.29,89.35,0.54,16.03
R2_56,M-C,Montmorillonite,White Clover,9,05/11/2020,99.43,1484.28,95.12,1368.24,4.32,116.05,-0.44,63.7,1.81,26.13
R2_57,M-C,Montmorillonite,White Clover,9,05/11/2020,109.35,1359.67,107.37,1264.3,1.98,95.38,-2.77,43.03,2.05,24.11
R2_58,M-C,Montmorillonite,White Clover,9,05/11/2020,106.74,1460.21,103.61,1359.61,3.13,100.6,-1.63,48.25,1.97,25.88
R2_59,M-C,Montmorillonite,White Clover,9,05/11/2020,93.92,1385.24,89.85,1271.22,4.07,114.02,-0.69,61.67,1.71,24.15
R2_60,M-C,Montmorillonite,White Clover,9,05/11/2020,97.12,1245.64,93.76,1146.62,3.36,99.02,-1.39,46.68,1.79,21.87
R2_1,C-NL,Unamended,No Litter,10,06/11/2020,9.03,86.21,0,0,9.03,86.21,0.49,2.99,0,0
R2_2,C-NL,Unamended,No Litter,10,06/11/2020,8.77,85.63,0,0,8.77,85.63,0.23,2.4,0,0
R2_3,C-NL,Unamended,No Litter,10,06/11/2020,8.03,82.43,0,-0.01,8.03,82.44,-0.51,-0.79,0,0
R2_4,C-NL,Unamended,No Litter,10,06/11/2020,8.37,80.92,0,0,8.38,80.92,-0.16,-2.31,0,0
R2_5,C-NL,Unamended,No Litter,10,06/11/2020,8.48,80.95,0,0.01,8.48,80.94,-0.06,-2.29,0,0
R2_6,C-W,Unamended,Winter Wheat,10,06/11/2020,41.6,1309.13,32.64,1145.44,8.96,163.69,0.43,80.46,0.59,20.87
R2_7,C-W,Unamended,Winter Wheat,10,06/11/2020,44.3,1364.07,35.45,1193.64,8.86,170.43,0.32,87.2,0.64,21.67
R2_8,C-W,Unamended,Winter Wheat,10,06/11/2020,40.67,1311.26,32.22,1141.53,8.44,169.72,-0.09,86.49,0.59,20.74
R2_9,C-W,Unamended,Winter Wheat,10,06/11/2020,41.29,1338.7,32.58,1169.14,8.71,169.56,0.18,86.33,0.59,21.26
R2_10,C-W,Unamended,Winter Wheat,10,06/11/2020,39.93,1285.1,31.91,1119.79,8.02,165.31,-0.52,82.09,0.58,20.37
R2_11,C-C,Unamended,White Clover,10,06/11/2020,95.99,1914.74,90.99,1790.79,5,123.95,-3.54,40.72,1.73,34.14
R2_12,C-C,Unamended,White Clover,10,06/11/2020,99.62,1879.34,94.69,1757.07,4.93,122.27,-3.6,39.04,1.8,33.44
R2_13,C-C,Unamended,White Clover,10,06/11/2020,96.06,1898.41,92.07,1784.94,4,113.47,-4.54,30.24,1.75,33.93
R2_14,C-C,Unamended,White Clover,10,06/11/2020,100.34,1853.5,95.86,1738.73,4.48,114.77,-4.06,31.55,1.83,33.14
R2_15,C-C,Unamended,White Clover,10,06/11/2020,95.14,1815.21,90.75,1698.72,4.39,116.5,-4.14,33.27,1.73,32.39
R2_16,G-NL,Goethite,No Litter,10,06/11/2020,4.63,49.52,0,0,4.63,49.52,-0.12,-1.23,0,0
R2_17,G-NL,Goethite,No Litter,10,06/11/2020,5.22,51.63,0,0,5.22,51.63,0.47,0.88,0,0
R2_18,G-NL,Goethite,No Litter,10,06/11/2020,4.98,53.47,0,0,4.98,53.47,0.23,2.73,0,0
R2_19,G-NL,Goethite,No Litter,10,06/11/2020,3.82,47.81,0,0,3.82,47.81,-0.93,-2.93,0,0
R2_20,G-NL,Goethite,No Litter,10,06/11/2020,5.1,51.29,0,0,5.1,51.29,0.35,0.55,0,0
R2_21,G-W,Goethite,Winter Wheat,10,06/11/2020,39.21,1231.54,32.01,1069.31,7.2,162.23,2.45,111.48,0.59,19.56
R2_22,G-W,Goethite,Winter Wheat,10,06/11/2020,43.26,1261.67,35.87,1103.79,7.39,157.88,2.64,107.14,0.65,20.07
R2_23,G-W,Goethite,Winter Wheat,10,06/11/2020,40.29,1223.44,33.35,1067.29,6.95,156.14,2.19,105.4,0.61,19.4
R2_24,G-W,Goethite,Winter Wheat,10,06/11/2020,40.37,1233.85,33.26,1079.43,7.11,154.42,2.35,103.67,0.61,19.69
R2_25,G-W,Goethite,Winter Wheat,10,06/11/2020,37.2,1207.95,30.52,1054.19,6.67,153.76,1.92,103.01,0.55,19.16
R2_26,G-C,Goethite,White Clover,10,06/11/2020,100.48,1779.12,97.85,1674.07,2.63,105.05,-2.13,54.31,1.86,31.81
R2_27,G-C,Goethite,White Clover,10,06/11/2020,99.95,1796.71,97.27,1686.52,2.68,110.19,-2.07,59.45,1.85,32.11
R2_28,G-C,Goethite,White Clover,10,06/11/2020,95.73,1745.35,92.52,1641.2,3.22,104.14,-1.54,53.4,1.76,31.21
R2_29,G-C,Goethite,White Clover,10,06/11/2020,102.64,1666.68,100.69,1565.02,1.95,101.66,-2.8,50.92,1.92,29.82
R2_30,G-C,Goethite,White Clover,10,06/11/2020,96.86,1517.04,94.98,1419.96,1.88,97.08,-2.87,46.33,1.81,27.05
R2_31,K-NL,Kaolinite,No Litter,10,06/11/2020,6.46,66.75,0,0,6.46,66.75,-0.14,1.52,0,0
R2_32,K-NL,Kaolinite,No Litter,10,06/11/2020,7.11,66.23,0,0,7.11,66.24,0.52,1.01,0,0
R2_33,K-NL,Kaolinite,No Litter,10,06/11/2020,6.49,64.47,0,0,6.49,64.47,-0.1,-0.76,0,0
R2_34,K-NL,Kaolinite,No Litter,10,06/11/2020,6.97,65.6,0,0,6.97,65.6,0.37,0.37,0,0
R2_35,K-NL,Kaolinite,No Litter,10,06/11/2020,5.95,63.08,0,0,5.95,63.08,-0.65,-2.15,0,0
R2_36,K-W,Kaolinite,Winter Wheat,10,06/11/2020,42.11,1280.35,34.73,1118.76,7.38,161.59,0.78,96.36,0.63,20.33
R2_37,K-W,Kaolinite,Winter Wheat,10,06/11/2020,44.02,1253.82,36.9,1096.46,7.12,157.36,0.53,92.13,0.67,19.92
R2_38,K-W,Kaolinite,Winter Wheat,10,06/11/2020,41.31,1303.75,34.08,1147.97,7.23,155.78,0.63,90.55,0.62,20.88
R2_39,K-W,Kaolinite,Winter Wheat,10,06/11/2020,43.8,1226.26,36.72,1074.8,7.08,151.46,0.48,86.23,0.67,19.59
R2_40,K-W,Kaolinite,Winter Wheat,10,06/11/2020,40.73,1231.05,33.54,1075.6,7.19,155.44,0.59,90.22,0.61,19.54
R2_41,K-C,Kaolinite,White Clover,10,06/11/2020,100.01,1823.03,96.92,1720.98,3.1,102.04,-3.5,36.82,1.84,32.76
R2_42,K-C,Kaolinite,White Clover,10,06/11/2020,109.65,1886.76,105.9,1781.23,3.75,105.53,-2.84,40.3,2.02,33.93
R2_43,K-C,Kaolinite,White Clover,10,06/11/2020,101.22,1789.67,98.27,1692.81,2.94,96.86,-3.65,31.63,1.87,32.3
R2_44,K-C,Kaolinite,White Clover,10,06/11/2020,103.25,1693.9,100.46,1598.28,2.8,95.61,-3.8,30.39,1.91,30.46
R2_45,K-C,Kaolinite,White Clover,10,06/11/2020,101.02,1764.37,98.75,1675.82,2.27,88.54,-4.32,23.32,1.87,31.83
R2_46,M-NL,Montmorillonite,No Litter,10,06/11/2020,4.61,54.36,0,0,4.61,54.36,-0.29,-2.89,0,0
R2_47,M-NL,Montmorillonite,No Litter,10,06/11/2020,5.13,56.47,0,-0.01,5.13,50.86,0.22,-6.39,0,0
R2_48,M-NL,Montmorillonite,No Litter,10,06/11/2020,4.88,57.28,0,0,4.88,57.28,-0.03,0.02,0,0
R2_49,M-NL,Montmorillonite,No Litter,10,06/11/2020,5.64,64.59,0,0,5.64,64.59,0.73,7.34,0,0
R2_50,M-NL,Montmorillonite,No Litter,10,06/11/2020,4.28,53.71,0,0.01,4.28,53.71,-0.63,-3.55,0,0
R2_51,M-W,Montmorillonite,Winter Wheat,10,06/11/2020,33.38,1134.77,26.68,985.41,6.7,149.36,1.79,92.1,0.49,17.96
R2_52,M-W,Montmorillonite,Winter Wheat,10,06/11/2020,38.09,1149.24,31.15,997.44,6.94,151.79,2.03,94.54,0.57,18.18
R2_53,M-W,Montmorillonite,Winter Wheat,10,06/11/2020,34.45,1126.63,27.57,970.02,6.89,156.62,1.98,99.36,0.5,17.7
R2_54,M-W,Montmorillonite,Winter Wheat,10,06/11/2020,41.9,1117.1,34.6,961.46,7.3,155.64,2.39,98.38,0.63,17.5
R2_55,M-W,Montmorillonite,Winter Wheat,10,06/11/2020,35.16,1059.98,27.11,910.22,8.06,149.76,3.15,92.5,0.49,16.52
R2_56,M-C,Montmorillonite,White Clover,10,06/11/2020,97.01,1581.29,92.95,1461.19,4.06,120.11,-0.84,62.85,1.77,27.9
R2_57,M-C,Montmorillonite,White Clover,10,06/11/2020,118.82,1478.49,117.44,1381.73,1.39,96.76,-3.52,39.51,2.24,26.35
R2_58,M-C,Montmorillonite,White Clover,10,06/11/2020,114.33,1574.54,111.53,1471.14,2.8,103.4,-2.11,46.14,2.12,28
R2_59,M-C,Montmorillonite,White Clover,10,06/11/2020,98.77,1484,94.67,1365.9,4.09,118.11,-0.82,60.85,1.8,25.95
R2_60,M-C,Montmorillonite,White Clover,10,06/11/2020,96.44,1342.08,93.62,1240.23,2.82,101.84,-2.09,44.59,1.78,23.66
R2_1,C-NL,Unamended,No Litter,13,09/11/2020,22.32,108.53,0,0,22.32,108.53,0.96,3.95,0,0
R2_2,C-NL,Unamended,No Litter,13,09/11/2020,21.43,107.06,0,0,21.43,107.06,0.08,2.48,0,0
R2_3,C-NL,Unamended,No Litter,13,09/11/2020,20.98,103.41,0,-0.01,20.98,103.42,-0.38,-1.16,0,0
R2_4,C-NL,Unamended,No Litter,13,09/11/2020,20.87,101.78,0,0,20.87,101.78,-0.49,-2.8,0,0
R2_5,C-NL,Unamended,No Litter,13,09/11/2020,21.18,102.13,0,0.01,21.18,102.12,-0.17,-2.46,0,0
R2_6,C-W,Unamended,Winter Wheat,13,09/11/2020,111.73,1420.86,89.3,1234.73,22.43,186.12,1.08,81.54,1.63,22.49
R2_7,C-W,Unamended,Winter Wheat,13,09/11/2020,117.02,1481.08,97.45,1291.09,19.57,189.99,-1.79,85.41,1.77,23.44
R2_8,C-W,Unamended,Winter Wheat,13,09/11/2020,106.71,1417.97,84.64,1226.18,22.07,191.79,0.72,87.21,1.54,22.27
R2_9,C-W,Unamended,Winter Wheat,13,09/11/2020,107.99,1446.69,87.33,1256.48,20.65,190.21,-0.7,85.63,1.59,22.85
R2_10,C-W,Unamended,Winter Wheat,13,09/11/2020,103.06,1388.17,81.76,1201.55,21.3,186.62,-0.05,82.04,1.49,21.86
R2_11,C-C,Unamended,White Clover,13,09/11/2020,227.98,2142.72,216.82,2007.61,11.17,135.12,-10.19,30.54,4.13,38.27
R2_12,C-C,Unamended,White Clover,13,09/11/2020,226.32,2105.67,214.77,1971.84,11.55,133.82,-9.8,29.24,4.09,37.52
R2_13,C-C,Unamended,White Clover,13,09/11/2020,222.63,2121.04,214.09,1999.03,8.54,122.01,-12.82,17.43,4.07,38
R2_14,C-C,Unamended,White Clover,13,09/11/2020,225.02,2078.52,216.3,1955.03,8.72,123.49,-12.64,18.91,4.12,37.26
R2_15,C-C,Unamended,White Clover,13,09/11/2020,218.66,2033.88,210.22,1908.94,8.44,124.94,-12.91,20.36,4.01,36.39
R2_16,G-NL,Goethite,No Litter,13,09/11/2020,14.69,64.21,0,0,14.69,64.21,0.05,-1.17,0,0
R2_17,G-NL,Goethite,No Litter,13,09/11/2020,14.96,66.58,0,0,14.95,66.58,0.32,1.2,0,0
R2_18,G-NL,Goethite,No Litter,13,09/11/2020,14.78,68.25,0,0,14.78,68.25,0.14,2.87,0,0
R2_19,G-NL,Goethite,No Litter,13,09/11/2020,14.37,62.18,0,0,14.37,62.18,-0.27,-3.2,0,0
R2_20,G-NL,Goethite,No Litter,13,09/11/2020,14.39,65.68,0,0,14.39,65.68,-0.25,0.3,0,0
R2_21,G-W,Goethite,Winter Wheat,13,09/11/2020,103.85,1335.39,86.97,1156.29,16.87,179.1,2.24,113.72,1.59,21.15
R2_22,G-W,Goethite,Winter Wheat,13,09/11/2020,108.61,1370.28,92.2,1195.99,16.41,174.29,1.77,108.91,1.68,21.75
R2_23,G-W,Goethite,Winter Wheat,13,09/11/2020,102.63,1326.07,86.97,1154.26,15.67,171.81,1.03,106.43,1.58,20.98
R2_24,G-W,Goethite,Winter Wheat,13,09/11/2020,100.78,1334.63,84.54,1163.97,16.24,170.66,1.61,105.28,1.54,21.23
R2_25,G-W,Goethite,Winter Wheat,13,09/11/2020,98.57,1306.52,84,1138.19,14.57,168.32,-0.07,102.94,1.53,20.69
R2_26,G-C,Goethite,White Clover,13,09/11/2020,223.16,2002.28,218.51,1892.58,4.65,109.7,-9.99,44.32,4.15,35.96
R2_27,G-C,Goethite,White Clover,13,09/11/2020,208.77,2005.48,203.04,1889.56,5.73,115.92,-8.91,50.54,3.86,35.98
R2_28,G-C,Goethite,White Clover,13,09/11/2020,212.38,1957.73,207.13,1848.33,5.25,109.4,-9.39,44.02,3.94,35.15
R2_29,G-C,Goethite,White Clover,13,09/11/2020,212.95,1879.63,210.31,1775.33,2.64,104.3,-12,38.92,4.01,33.83
R2_30,G-C,Goethite,White Clover,13,09/11/2020,201.55,1718.59,199.61,1619.57,1.94,99.02,-12.7,33.63,3.8,30.85
R2_31,K-NL,Kaolinite,No Litter,13,09/11/2020,18.55,85.3,0,0,18.55,85.3,0.63,2.15,0,0
R2_32,K-NL,Kaolinite,No Litter,13,09/11/2020,18.13,84.37,0,0,18.14,84.37,0.21,1.22,0,0
R2_33,K-NL,Kaolinite,No Litter,13,09/11/2020,17.68,82.16,0,0,17.68,82.15,-0.24,-0.99,0,0
R2_34,K-NL,Kaolinite,No Litter,13,09/11/2020,17.92,83.53,0,0,17.92,83.53,0,0.38,0,0
R2_35,K-NL,Kaolinite,No Litter,13,09/11/2020,17.31,80.39,0,0,17.31,80.39,-0.61,-2.76,0,0
R2_36,K-W,Kaolinite,Winter Wheat,13,09/11/2020,112.98,1393.33,94.75,1213.51,18.23,179.82,0.31,96.68,1.72,22.05
R2_37,K-W,Kaolinite,Winter Wheat,13,09/11/2020,113.03,1366.86,96.11,1192.58,16.92,174.28,-1,91.13,1.75,21.67
R2_38,K-W,Kaolinite,Winter Wheat,13,09/11/2020,112.29,1416.04,96,1243.97,16.29,172.07,-1.63,88.92,1.75,22.63
R2_39,K-W,Kaolinite,Winter Wheat,13,09/11/2020,112.95,1339.21,96.51,1171.31,16.44,167.9,-1.48,84.75,1.76,21.35
R2_40,K-W,Kaolinite,Winter Wheat,13,09/11/2020,105.52,1336.56,88.84,1164.45,16.67,172.12,-1.25,88.97,1.61,21.15
R2_41,K-C,Kaolinite,White Clover,13,09/11/2020,218.37,2041.4,211.06,1932.04,7.31,109.35,-10.61,26.21,4.02,36.77
R2_42,K-C,Kaolinite,White Clover,13,09/11/2020,235.85,2122.61,228.86,2010.09,6.99,112.52,-10.93,29.37,4.36,38.28
R2_43,K-C,Kaolinite,White Clover,13,09/11/2020,225.25,2014.92,219.71,1912.52,5.54,102.4,-12.38,19.25,4.19,36.49
R2_44,K-C,Kaolinite,White Clover,13,09/11/2020,222.08,1915.98,217.06,1815.34,5.03,100.64,-12.89,17.49,4.13,34.6
R2_45,K-C,Kaolinite,White Clover,13,09/11/2020,224.57,1988.94,220.39,1896.21,4.18,92.72,-13.74,9.58,4.18,36.01
R2_46,M-NL,Montmorillonite,No Litter,13,09/11/2020,13.7,68.07,0,0,13.7,68.07,0.15,-2.75,0,0
R2_47,M-NL,Montmorillonite,No Litter,13,09/11/2020,13.59,70.05,0,-0.01,13.59,64.45,0.03,-6.36,0,0
