index,predicted_copy_number
ASV6350,1.237641233
ASV6351,2.357804467
ASV6352,2.095059618
ASV6353,1.648022879
ASV6354,2.019386592
ASV6355,1.584644235
ASV6356,8.244363186
ASV6357,2.458057234
ASV6358,1.259095212
ASV6359,3.110157607
ASV6360,2.011486097
ASV6361,2.312692469
ASV6362,2.210574206
ASV6363,2.56981144
ASV6364,1.930953532
ASV6365,2.061311055
ASV6366,3.338696512
ASV6367,2.250553182
ASV6368,2.622867645
ASV6369,1.974434364
ASV6370,1.177191284
ASV6371,1.937956712
ASV6372,1.572677463
ASV6373,1.705516148
ASV6374,3.281367081
ASV6375,2.357065478
ASV6376,2.493477732
ASV6377,1.94970219
ASV6378,2.946505749
ASV6379,3.534160129
ASV6380,1.907453467
ASV6381,1.499209534
ASV6382,1.820294196
ASV6383,1.741967867
ASV6384,1.944449404
ASV6385,1.922131196
ASV6386,3.864420653
ASV6387,2.86628046
ASV6388,2.34544666
ASV6389,5.279161538
ASV6390,2.147272607
ASV6391,1.658867986
ASV6392,1.764017516
ASV6393,1.808431301
ASV6394,2.332256502
ASV6395,1.927559333
ASV6396,2.266207699
ASV6397,1.589885476
ASV6398,1.849839306
ASV6399,2.51102753
ASV6400,2.162912282
ASV6401,2.847535343
ASV6402,3.800864579
ASV6403,2.467146315
ASV6404,2.918880625
ASV6405,1.689026602
ASV6406,2.396998985
ASV6407,1.205791871
ASV6408,1.427616118
ASV6409,1.848915487
ASV6410,2.692201277
ASV6411,2.773910179
ASV6412,2.884863294
ASV6413,1.469617448
ASV6414,2.04742626
ASV6415,1.570829157
ASV6416,3.582776432
ASV6417,2.022286754
ASV6418,2.08210313
ASV6419,2.25781273
ASV6420,2.323959018
ASV6421,3.035893674
ASV6422,2.280284863
ASV6423,2.779757738
ASV6424,1.736648887
ASV6425,3.38748496
ASV6426,1.703694959
ASV6427,2.921535917
ASV6428,1.637401802
ASV6429,1.090865838
ASV6430,1.938783875
ASV6431,1.806005739
ASV6432,2.141730289
ASV6433,2.760133665
ASV6434,1.940218373
ASV6435,2.442422373
ASV6436,1.054674282
ASV6437,4.091364985
ASV6438,1.873501191
ASV6439,2.824553238
ASV6440,1.563222781
ASV6441,2.037696177
ASV6442,1.957703396
ASV6443,2.231468996
ASV6444,1.898916379
ASV6445,1.703342873
ASV6446,2.580842579
ASV6447,8.861893959
ASV6448,1.302707475
ASV6449,3.810056284
ASV6450,1.851187357
ASV6451,1.147728823
ASV6452,1.975204065
ASV6453,1.645330951
ASV6454,2.606561595
ASV6455,1.621917062
ASV6456,1.555684341
ASV6457,1.707033702
ASV6458,1.635476039
ASV6459,2.586799481
ASV6460,2.475830837
ASV6461,3.270320746
ASV6462,1.720319702
ASV6463,1.938038609
ASV6464,1.726909196
ASV6465,2.06048101
ASV6466,3.639923345
ASV6467,5.157254691
ASV6468,5.840337509
ASV6469,1.837870012
ASV6470,3.121422777
ASV6471,2.75228485
ASV6472,1.984066057
ASV6473,1.741433283
ASV6474,1.9376335
ASV6475,2.925326647
ASV6476,1.984803215
ASV6477,2.717776183
ASV6478,2.272109946
ASV6479,2.053569969
ASV6480,4.593470192
ASV6481,1.280890558
ASV6482,2.905032012
ASV6483,3.629813597
ASV6484,2.146539153
ASV6485,2.836127189
ASV6486,2.234413732
ASV6487,1.981308175
ASV6488,3.446552396
ASV6489,2.430447207
ASV6490,3.238409033
ASV6491,2.642202279
ASV6492,1.644266898
ASV6493,2.037054901
ASV6494,2.469370807
ASV6495,2.284753958
ASV6496,1.970544596
ASV6497,1.667738446
ASV6498,2.793614166
ASV6499,3.043025801
ASV6500,3.833430757
ASV6501,3.318522583
ASV6502,2.142109718
ASV6503,3.151818099
ASV6504,1.826364475
ASV6505,3.88601844
ASV6506,2.187750071
ASV6507,3.746482949
ASV6508,1.559596188
ASV6509,2.669174609
ASV6510,1.767635763
ASV6511,3.163806264
ASV6512,4.013697316
ASV6513,2.075551147
ASV6514,1.91575188
ASV6515,1.913043262
ASV6516,1.698771649
ASV6517,1.985672838
ASV6518,2.495165835
ASV6519,2.43954641
ASV6520,1.674372075
ASV6521,1.272140932
ASV6522,2.096682935
ASV6523,2.63196684
ASV6524,1.60807856
ASV6525,1.612780185
ASV6526,2.160452668
ASV6527,2.232920773
ASV6528,2.454342147
ASV6529,2.017564156
ASV6530,2.719947075
ASV6531,2.317206252
ASV6532,1.154684504
ASV6533,2.734509584
ASV6534,2.216335719
ASV6535,2.336478726
ASV6536,3.289701244
ASV6537,2.690096111
ASV6538,2.388110227
ASV6539,2.60063396
ASV6540,0.736298681
ASV6541,2.249753237
ASV6542,3.070847648
ASV6543,2.506569355
ASV6544,3.268577365
ASV6545,1.98463452
ASV6546,1.648459578
ASV6547,3.191729798
ASV6548,3.633617164
ASV6549,2.798513504
ASV6550,2.671832826
ASV6551,2.014226917
ASV6552,3.064240244
ASV6553,1.677543359
ASV6554,2.394131095
ASV6555,2.786348037
ASV6556,1.304132089
ASV6557,1.623934688
ASV6558,3.114356621
ASV6559,4.017652611
ASV6560,2.038361471
ASV6561,1.528722976
ASV6562,3.221693956
ASV6563,2.332248875
ASV6564,2.245254498
ASV6565,1.592782872
ASV6566,1.670719352
ASV6567,1.855370743
ASV6568,3.256483397
ASV6569,1.897289454
ASV6570,2.03402327
ASV6571,1.902906604
ASV6572,2.489873843
ASV6573,3.319089614
ASV6574,3.003943973
ASV6575,2.192137661
ASV6576,2.468702516
ASV6577,2.234349161
ASV6578,1.243818251
ASV6579,1.537783226
ASV6580,1.823018898
ASV6581,2.188893013
ASV6582,1.594480512
ASV6583,1.803849055
ASV6584,1.879417199
ASV6585,1.716876909
ASV6586,2.832714073
ASV6587,3.038341155
ASV6588,1.38033402
ASV6589,1.45136976
ASV6590,2.347167346
ASV6591,1.383762937
ASV6592,2.922798839
ASV6593,1.543666738
ASV6594,1.56901611
ASV6595,1.880242631
ASV6596,2.609998863
ASV6597,1.962793338
ASV6598,2.613429941
ASV6599,1.783925192
ASV6600,2.369765262
ASV6601,1.614018702
ASV6602,4.483193076
ASV6603,1.944060538
ASV6604,2.901827376
ASV6605,3.036729967
ASV6606,3.227713567
ASV6607,1.6995854
ASV6608,2.389642239
ASV6609,1.768928921
ASV6610,2.225118157
ASV6611,2.279304666
ASV6612,2.045130362
ASV6613,1.389934141
ASV6614,2.726175613
ASV6615,3.487060087
ASV6616,2.108268023
ASV6617,2.721088036
ASV6618,4.377239474
ASV6619,2.276797371
ASV6620,1.318930572
ASV6621,1.93480505
ASV6622,2.077643799
ASV6623,2.12848251
ASV6624,2.131463086
ASV6625,1.789219346
ASV6626,2.019507225
ASV6627,1.387020526
ASV6628,4.31117195
ASV6629,1.450895081
ASV6630,3.153084111
ASV6631,2.094218982
ASV6632,1.332155659
ASV6633,4.885245943
ASV6634,1.20582626
ASV6635,2.646266145
ASV6636,2.089534306
ASV6637,1.31923449
ASV6638,2.227386464
ASV6639,2.558430199
ASV6640,2.737873089
ASV6641,2.07487239
ASV6642,2.089265021
ASV6643,1.278171771
ASV6644,2.70022811
ASV6645,3.759495996
ASV6646,1.727082277
ASV6647,3.519807927
ASV6648,2.586831107
ASV6649,8.375605798
ASV6650,3.719746214
ASV6651,2.659369659
ASV6652,1.717069425
ASV6653,3.356501413
ASV6654,1.732704948
ASV6655,1.705577261
ASV6656,2.826086992
ASV6657,2.090747094
ASV6658,1.476601584
ASV6659,1.406232933
ASV6660,3.763118291
ASV6661,1.235704845
ASV6662,1.730953762
ASV6663,2.840126808
ASV6664,1.963752706
ASV6665,2.367653737
ASV6666,2.777615462
ASV6667,2.718197338
ASV6668,2.397551685
ASV6669,1.925270448
ASV6670,1.962200586
ASV6671,3.013019008
ASV6672,1.610681886
ASV6673,2.249748104
ASV6674,2.291115897
ASV6675,2.728660313
ASV6676,2.632172543
ASV6677,2.869129132
ASV6678,2.766967476
ASV6679,2.882898677
ASV6680,1.669382341
ASV6681,2.205107019
ASV6682,2.482040352
ASV6683,3.276179013
ASV6684,2.702503307
ASV6685,2.400011553
ASV6686,2.297520733
ASV6687,2.085651873
ASV6688,1.811267082
ASV6689,1.3978956
ASV6690,2.534498933
ASV6691,4.113426732
ASV6692,1.258260858
ASV6693,2.744843357
ASV6694,1.636054549
ASV6695,2.384913679
ASV6696,1.369828329
ASV6697,2.875548207
ASV6698,2.693692166
ASV6699,2.566520931
ASV6700,3.385495955
ASV6701,1.269222466
ASV6702,2.698937885
ASV6703,2.362877838
ASV6704,4.726645891
ASV6705,2.234805463
ASV6706,1.716866481
ASV6707,1.318307733
ASV6708,2.167675626
ASV6709,2.934427265
ASV6710,2.671910115
ASV6711,2.423818563
ASV6712,2.237070421
ASV6713,1.614080088
ASV6714,1.76556598
ASV6715,1.715095818
ASV6716,2.741197058
ASV6717,2.465594265
ASV6718,1.977928167
ASV6719,2.319211683
ASV6720,1.701134087
ASV6721,1.832617136
ASV6722,2.129598224
ASV6723,4.965799095
ASV6724,1.925335945
ASV6725,2.047942301
ASV6726,2.60385055
ASV6727,1.707897999
ASV6728,3.023304247
ASV6729,2.787235049
ASV6730,1.710017366
ASV6731,3.563608011
ASV6732,2.219131645
ASV6733,1.664764961
ASV6734,1.39316642
ASV6735,1.779981831
ASV6736,1.912160688
ASV6737,1.309037806
ASV6738,3.102232322
ASV6739,2.312346945
ASV6740,3.871667018
ASV6741,2.158284155
ASV6742,3.075108309
ASV6743,2.094398898
ASV6744,2.360983669
ASV6745,3.139164685
ASV6746,2.722500171
ASV6747,1.308117193
ASV6748,2.811380665
ASV6749,2.743127442
ASV6750,1.89205623
ASV6751,1.96811603
ASV6752,2.681246158
ASV6753,2.558296098
ASV6754,1.863639602
ASV6755,1.351598492
ASV6756,1.655395511
ASV6757,4.136480175
ASV6758,2.571089812
ASV6759,2.849729522
ASV6760,2.232636467
ASV6761,3.048536537
ASV6762,2.765535285
ASV6763,3.79424672
ASV6764,2.888514066
ASV6765,1.811081375
ASV6766,3.234664556
ASV6767,2.492333842
ASV6768,1.689507137
ASV6769,2.551794055
ASV6770,2.424222722
ASV6771,1.814354084
ASV6772,2.098406843
ASV6773,1.892205362
ASV6774,1.692731928
ASV6775,1.771373354
ASV6776,3.064721058
ASV6777,1.058817782
ASV6778,4.025000941
ASV6779,2.449300415
ASV6780,1.460350382
ASV6781,3.273200601
ASV6782,1.900139801
ASV6783,1.614139984
ASV6784,1.823114063
ASV6785,2.060556342
ASV6786,1.742458349
ASV6787,1.947131771
ASV6788,1.922109628
ASV6789,2.377938549
ASV6790,1.598420011
ASV6791,2.237308006
ASV6792,2.35959884
ASV6793,2.354226529
ASV6794,1.324023913
ASV6795,2.004931342
ASV6796,1.796948784
ASV6797,2.259618159
ASV6798,4.158198116
ASV6799,4.814854253
ASV6800,2.841934322
ASV6801,1.962586621
ASV6802,3.506210553
ASV6803,2.438847151
ASV6804,2.563672841
ASV6805,1.651526833
ASV6806,2.080729329
ASV6807,3.754459426
ASV6808,1.811552394
ASV6809,1.859740647
ASV6810,2.40960494
ASV6811,2.71619644
ASV6812,1.837672111
ASV6813,1.73012171
ASV6814,2.320063019
ASV6815,2.093612577
ASV6816,1.462433376
ASV6817,2.259087652
ASV6818,3.220034975
ASV6819,2.700934108
ASV6820,2.137114242
ASV6821,1.983435811
ASV6822,3.003975504
ASV6823,8.287765475
ASV6824,3.066100773
ASV6825,2.838065458
ASV6826,2.305964793
ASV6827,1.369007907
ASV6828,2.4123277
ASV6829,2.488715687
ASV6830,4.376374562
ASV6831,1.553447535
ASV6832,1.641539356
ASV6833,1.44998869
ASV6834,1.816864335
ASV6835,2.151987101
ASV6836,1.40646359
ASV6837,2.838063055
ASV6838,2.253416876
ASV6839,2.495752315
ASV6840,2.919746032
ASV6841,2.28673526
ASV6842,2.0801896
ASV6843,2.552808667
ASV6844,2.1477532
ASV6845,5.124059917
ASV6846,2.12664559
ASV6847,1.737208718
ASV6848,1.462522055
ASV6849,5.223125786
ASV6850,1.944724482
ASV6851,2.707842983
ASV6852,2.067935565
ASV6853,1.649775147
ASV6854,1.598311319
ASV6855,1.850303062
ASV6856,2.541169348
ASV6857,5.583517476
ASV6858,2.589684549
ASV6859,1.425905968
ASV6860,2.293092268
ASV6861,4.021022527
ASV6862,4.241681422
ASV6863,2.420693939
ASV6864,2.719776116
ASV6865,5.984301095
ASV6866,1.931532687
ASV6867,1.788708654
ASV6868,2.684551344
ASV6869,5.224116173
ASV6870,1.59042114
ASV6871,2.363524825
ASV6872,2.071051936
ASV6873,2.424490466
ASV6874,2.148675971
ASV6875,1.618947202
ASV6876,3.975966363
ASV6877,1.391332538
ASV6878,1.478280742
ASV6879,2.356720809
ASV6880,2.593159746
ASV6881,2.137977131
ASV6882,2.57194114
ASV6883,2.123677672
ASV6884,1.594634231
ASV6885,3.04214397
ASV6886,1.65186045
ASV6887,2.510652257
ASV6888,1.684650208
ASV6889,3.06319931
ASV6890,2.081311518
ASV6891,1.730704497
ASV6892,1.683619937
ASV6893,1.974430622
ASV6894,2.182925023
ASV6895,1.376131043
ASV6896,1.847604737
ASV6897,2.092210951
ASV6898,2.246336232
ASV6899,3.05172387
ASV6900,2.515771328
ASV6901,1.460190019
ASV6902,1.87090325
ASV6903,2.586876885
ASV6904,2.230735312
ASV6905,1.575298739
ASV6906,3.622083261
ASV6907,2.088475275
ASV6908,2.254100028
ASV6909,4.425375328
ASV6910,1.782423006
ASV6911,2.255086036
ASV6912,1.879215042
ASV6913,2.893248045
ASV6914,2.453649569
ASV6915,2.396116926
ASV6916,1.420245229
ASV6917,1.341541777
ASV6918,3.017003496
ASV6919,2.299401342
ASV6920,1.70456611
ASV6921,2.548153668
ASV6922,1.565054098
ASV6923,1.747589405
ASV6924,3.955125021
ASV6925,3.338111581
ASV6926,1.79608281
ASV6927,1.855112405
ASV6928,2.037248797
ASV6929,1.266011525
ASV6930,3.133892163
ASV6931,2.135928537
ASV6932,2.143293412
ASV6933,1.991339913
ASV6934,1.698963234
ASV6935,3.419204865
ASV6936,3.543654893
ASV6937,1.621832015
ASV6938,2.342703692
ASV6939,1.245220337
ASV6940,1.774994407
ASV6941,4.019727927
ASV6942,2.134645132
ASV6943,2.590454678
ASV6944,3.518848546
ASV6945,2.187588565
ASV6946,2.530657387
ASV6947,3.677581201
ASV6948,1.62724799
ASV6949,4.946318654
ASV6950,3.501025734
ASV6951,3.310818459
ASV6952,1.613697046
ASV6953,1.783849785
ASV6954,0.896156428
ASV6955,1.780483898
ASV6956,1.478101052
ASV6957,2.381366585
ASV6958,2.693992429
ASV6959,1.981420023
ASV6960,2.1139257
ASV6961,3.159561151
ASV6962,1.167692221
ASV6963,1.812090933
ASV6964,1.120907674
ASV6965,1.752051973
ASV6966,2.225985237
ASV6967,2.086657587
ASV6968,4.410205299
ASV6969,2.089010781
ASV6970,1.879031059
ASV6971,1.579040883
ASV6972,1.175870662
ASV6973,2.014368034
ASV6974,2.127126923
ASV6975,2.678256097
ASV6976,1.979246594
ASV6977,3.082443654
ASV6978,2.495171299
ASV6979,1.591790305
ASV6980,2.208708461
ASV6981,2.207873494
ASV6982,4.22479626
ASV6983,2.47678411
ASV6984,2.250874578
ASV6985,1.64253395
ASV6986,1.688360474
ASV6987,1.524219411
ASV6988,1.139440925
ASV6989,2.867035532
ASV6990,4.092776463
ASV6991,2.87227578
ASV6992,2.945828701
ASV6993,2.343058267
ASV6994,1.507363965
ASV6995,2.555816178
ASV6996,1.621337384
ASV6997,3.601249403
ASV6998,3.088624628
ASV6999,1.982141593
ASV7000,2.95167502
ASV7001,3.480666189
ASV7002,2.962477141
ASV7003,4.13197815
ASV7004,4.885942207
ASV7005,1.926201819
ASV7006,2.665489578
ASV7007,2.463709782
ASV7008,2.750487456
ASV7009,3.531916327
ASV7010,1.828932926
ASV7011,2.109847949
ASV7012,1.703900775
ASV7013,2.805701939
ASV7014,1.820114668
ASV7015,1.728576148
ASV7016,1.5090587
ASV7017,2.505374838
ASV7018,1.665110977
ASV7019,1.612361213
ASV7020,2.321515771
ASV7021,1.793712647
ASV7022,2.223144885
ASV7023,2.668925752
ASV7024,2.644722315
ASV7025,1.70409587
ASV7026,2.783034732
ASV7027,2.065324397
ASV7028,2.851826745
ASV7029,6.934577902
ASV7030,2.088693063
ASV7031,1.745143205
ASV7032,1.700947716
ASV7033,2.366866675
ASV7034,2.064032357
ASV7035,1.975070425
ASV7036,2.617099006
ASV7037,2.291669475
ASV7038,2.046468966
ASV7039,2.285115933
ASV7040,2.443867649
ASV7041,2.883273076
ASV7042,1.979499347
ASV7043,2.607119353
ASV7044,1.839042457
ASV7045,2.435013736
ASV7046,3.167201043
ASV7047,1.473558557
ASV7048,2.138773088
ASV7049,1.580548113
ASV7050,1.694669899
ASV7051,2.46785732
ASV7052,1.526659244
ASV7053,2.780419344
ASV7054,2.671784523
ASV7055,3.69337764
ASV7056,2.262762054
ASV7057,2.770435057
ASV7058,2.092212703
ASV7059,2.267238613
ASV7060,1.688551987
ASV7061,1.197919955
ASV7062,3.133782232
ASV7063,1.925217017
ASV7064,1.622267873
ASV7065,2.119771429
ASV7066,1.383237295
ASV7067,2.581553313
ASV7068,3.233775693
ASV7069,2.407707125
ASV7070,2.237128128
ASV7071,3.270146497
ASV7072,2.40892106
ASV7073,1.847306848
ASV7074,2.216334715
ASV7075,2.501215098
ASV7076,1.945647622
ASV7077,2.154622243
ASV7078,4.534081868
ASV7079,2.982601228
ASV7080,1.379962837
ASV7081,2.734422682
ASV7082,1.785384136
ASV7083,4.668067118
ASV7084,1.791940356
ASV7085,1.878233679
ASV7086,2.66812717
ASV7087,2.015094891
ASV7088,1.495108839
ASV7089,3.408006235
ASV7090,3.23601781
ASV7091,3.854147359
ASV7092,2.088752798
ASV7093,2.494572577
ASV7094,2.273890062
ASV7095,1.9046911
ASV7096,1.919464484
ASV7097,1.582143356
ASV7098,1.526254111
ASV7099,2.758596376
ASV7100,3.246228943
ASV7101,2.290424978
ASV7102,2.361636176
ASV7103,1.880664328
ASV7104,1.350280004
ASV7105,3.553931146
ASV7106,2.068661814
ASV7107,2.237818637
ASV7108,2.01194654
ASV7109,2.627815944
ASV7110,3.599185274
ASV7111,3.289522381
ASV7112,1.230539986
ASV7113,2.253445327
ASV7114,1.119849134
ASV7115,1.571959632
ASV7116,3.313582515
ASV7117,1.687041393
ASV7118,1.640062025
ASV7119,2.486107997
ASV7120,9.86652484
ASV7121,1.72717276
ASV7122,2.106631258
ASV7123,1.839062436
ASV7124,1.557509475
ASV7125,3.320144335
ASV7126,1.26111094
ASV7127,1.829148806
ASV7128,2.170713651
ASV7129,1.033230195
ASV7130,2.230405112
ASV7131,2.302717066
ASV7132,2.27806033
ASV7133,1.183114916
ASV7134,1.571027324
ASV7135,3.49766927
ASV7136,1.589191822
ASV7137,2.201207405
ASV7138,1.46590352
ASV7139,1.349994245
ASV7140,2.471970903
ASV7141,2.185668159
ASV7142,2.180372271
ASV7143,4.778097583
ASV7144,2.510754788
ASV7145,4.02438515
ASV7146,1.442062241
ASV7147,1.787110813
ASV7148,2.825988142
ASV7149,1.640141331
ASV7150,1.857219096
ASV7151,2.029302572
ASV7152,1.320796707
ASV7153,1.874449493
ASV7154,1.94418993
ASV7155,1.948664986
ASV7156,2.092933558
ASV7157,2.052168875
ASV7158,1.690201681
ASV7159,2.474494311
ASV7160,1.960916572
ASV7161,1.838663686
ASV7162,2.101928399
ASV7163,1.971139829
ASV7164,3.980609316
ASV7165,1.996658664
ASV7166,3.439505075
ASV7167,2.04251539
ASV7168,2.544474677
ASV7169,3.116279
ASV7170,2.132303464
ASV7171,1.761738284
ASV7172,2.579627865
ASV7173,5.877565254
ASV7174,1.630961524
ASV7175,1.952726124
ASV7176,7.500646806
ASV7177,2.86714222
ASV7178,1.63551695
ASV7179,1.850660852
ASV7180,1.552350839
ASV7181,1.35288024
ASV7182,2.125752347
ASV7183,4.29841589
ASV7184,2.154525715
ASV7185,2.257683749
ASV7186,2.291153354
ASV7187,1.447627216
ASV7188,1.468800714
ASV7189,2.877771345
ASV7190,2.189794436
ASV7191,3.186028769
ASV7192,1.376100262
ASV7193,1.552165786
ASV7194,1.748129148
ASV7195,1.622622046
ASV7196,3.023507791
ASV7197,2.172889218
ASV7198,1.326257612
ASV7199,1.595287009
ASV7200,1.881237324
ASV7201,1.490798119
ASV7202,1.634083623
ASV7203,1.44850413
ASV7204,2.379807127
ASV7205,3.363332902
ASV7206,2.088387296
ASV7207,5.478468835
ASV7208,1.488729618
ASV7209,1.770067259
ASV7210,1.960526973
ASV7211,1.803680885
ASV7212,2.375369394
ASV7213,1.403081265
ASV7214,1.638557579
ASV7215,2.446405261
ASV7216,1.83490255
ASV7217,2.57596635
ASV7218,1.812384335
ASV7219,2.96126893
ASV7220,2.584070929
ASV7221,2.786695054
ASV7222,2.490126126
ASV7223,1.749963314
ASV7224,2.659120561
ASV7225,3.533215569
ASV7226,2.283189295
ASV7227,2.907272812
ASV7228,1.928579596
ASV7229,2.635483645
ASV7230,3.986501493
ASV7231,5.094666674
ASV7232,2.178935705
ASV7233,2.158144655
ASV7234,1.761757747
ASV7235,1.136723902
ASV7236,4.35626591
ASV7237,3.449263885
ASV7238,2.100371974
ASV7239,4.436306008
ASV7240,1.734058078
ASV7241,1.903403043
ASV7242,1.769074013
ASV7243,2.776349793
ASV7244,1.815423698
ASV7245,2.93633764
ASV7246,1.41070454
ASV7247,1.998165671
ASV7248,1.730025872
ASV7249,2.486472289
ASV7250,1.2786663
ASV7251,2.173898973
ASV7252,2.732377076
ASV7253,1.079440263
ASV7254,3.651857871
ASV7255,2.787466649
ASV7256,2.03896311
ASV7257,2.566483695
ASV7258,2.321565144
ASV7259,2.071126438
ASV7260,8.487087976
ASV7261,2.331063157
ASV7262,2.174005772
ASV7263,2.429412581
ASV7264,1.339996062
ASV7265,5.87313969
ASV7266,2.379801584
ASV7267,2.653228862
ASV7268,3.292266509
ASV7269,2.562360025
ASV7270,2.470726975
ASV7271,1.176911493
ASV7272,2.142209863
ASV7273,1.259486099
ASV7274,3.643623482
ASV7275,2.549277076
ASV7276,3.121862965
ASV7277,3.602383516
ASV7278,1.851184564
ASV7279,10.04198045
ASV7280,2.867057666
ASV7281,2.051590524
ASV7282,2.69861358
ASV7283,2.719480987
ASV7284,2.704094836
ASV7285,1.710040431
ASV7286,1.703903078
ASV7287,1.403034704
ASV7288,1.474585754
ASV7289,2.379004316
ASV7290,3.025567946
ASV7291,1.814422663
ASV7292,1.610350284
ASV7293,2.090904424
ASV7294,1.397315633
ASV7295,1.784393542
ASV7296,1.888682279
ASV7297,1.733158158
ASV7298,2.21700047
ASV7299,3.034245232
ASV7300,3.16324053
ASV7301,1.957288901
ASV7302,1.51445946
ASV7303,1.449206159
ASV7304,2.501929032
ASV7305,3.345079257
ASV7306,2.13717007
ASV7307,2.578060957
ASV7308,7.413781852
ASV7309,1.343071903
ASV7310,2.433917372
ASV7311,1.389879341
ASV7312,1.921687998
ASV7313,1.938565599
ASV7314,1.278181212
ASV7315,2.092102201
ASV7316,3.665994966
ASV7317,8.509470509
ASV7318,1.680951895
ASV7319,1.269545766
ASV7320,6.043659316
ASV7321,2.048135462
ASV7322,2.280836412
ASV7323,3.720783838
ASV7324,1.184270727
ASV7325,1.250821135
ASV7326,2.217026867
ASV7327,1.786896656
ASV7328,3.727982274
ASV7329,1.25227851
ASV7330,2.015644605
ASV7331,1.916982709
ASV7332,2.35433971
ASV7333,2.502963073
ASV7334,2.711659188
ASV7335,2.178008597
ASV7336,1.655732989
ASV7337,3.534459375
ASV7338,1.603696747
ASV7339,1.609130864
ASV7340,1.637832698
ASV7341,2.113177479
ASV7342,1.964456466
ASV7343,2.005985138
ASV7344,2.660604306
ASV7345,1.803123953
ASV7346,3.571781083
ASV7347,1.684125116
ASV7348,2.467415146
ASV7349,2.002502963
ASV7350,3.661888085
ASV7351,2.114071686
ASV7352,1.664067123
ASV7353,1.496851896
ASV7354,1.621862028
ASV7355,2.252217506
ASV7356,2.815031209
ASV7357,2.329083457
ASV7358,1.630325469
ASV7359,2.454973056
ASV7360,1.827929021
ASV7361,1.264088679
ASV7362,2.463911442
ASV7363,1.891786792
ASV7364,1.661861966
ASV7365,1.219800303
ASV7366,2.164257568
ASV7367,2.547495049
ASV7368,2.539201102
ASV7369,2.512907327
ASV7370,1.809280729
ASV7371,1.551222078
ASV7372,3.970495622
ASV7373,1.624927342
ASV7374,3.122144876
ASV7375,1.756040727
ASV7376,2.45191038
ASV7377,2.297580404
ASV7378,2.303885265
ASV7379,1.618756264
ASV7380,2.551646795
ASV7381,7.390691105
ASV7382,2.249860209
ASV7383,2.528131407
ASV7384,2.380146292
ASV7385,2.644178126
ASV7386,1.76373738
ASV7387,2.364440836
ASV7388,1.543471103
ASV7389,1.869534033
ASV7390,2.432148691
ASV7391,3.04265373
ASV7392,2.035516693
ASV7393,2.170211296
ASV7394,1.546569924
ASV7395,1.748001979
ASV7396,1.597982763
ASV7397,2.879195395
ASV7398,1.517382847
ASV7399,1.621548834
ASV7400,2.453702224
ASV7401,2.46654529
ASV7402,3.27452604
ASV7403,2.588797334
ASV7404,2.807165587
ASV7405,1.72355376
ASV7406,1.742541939
ASV7407,2.170303025
ASV7408,1.594513497
ASV7409,2.112252805
ASV7410,2.746316077
ASV7411,1.590269347
ASV7412,3.781277998
ASV7413,2.911006848
ASV7414,2.100845648
ASV7415,2.599768401
ASV7416,1.428552052
ASV7417,2.17711797
ASV7418,4.719112924
ASV7419,3.181990161
ASV7420,1.156675001
ASV7421,1.373514524
ASV7422,2.570828136
ASV7423,1.779769797
ASV7424,2.386515986
ASV7425,2.198187468
ASV7426,1.732473644
ASV7427,2.453155483
ASV7428,3.18116881
ASV7429,1.578706964
ASV7430,2.313065581
ASV7431,1.580093454
ASV7432,2.011066596
ASV7433,1.692397538
ASV7434,3.74782606
ASV7435,2.119815672
ASV7436,1.974611497
ASV7437,2.402394467
ASV7438,2.002868126
ASV7439,2.468129364
ASV7440,1.933701279
ASV7441,3.227597709
ASV7442,1.746687825
ASV7443,2.705458247
ASV7444,1.607781584
ASV7445,1.957843838
ASV7446,2.376558039
ASV7447,1.714822313
ASV7448,1.236873162
ASV7449,2.885334699
ASV7450,2.012351949
ASV7451,2.599917675
ASV7452,2.193924967
ASV7453,1.644767986
ASV7454,3.621710244
ASV7455,1.564266951
ASV7456,2.625540472
ASV7457,3.099780994
ASV7458,4.994037682
ASV7459,2.13203254
ASV7460,1.544254329
ASV7461,1.308511913
ASV7462,2.296334073
ASV7463,2.418337187
ASV7464,2.977044412
ASV7465,2.442910184
ASV7466,1.775567713
ASV7467,1.592053211
ASV7468,3.066944234
ASV7469,1.905668789
ASV7470,2.775461296
ASV7471,2.293154385
ASV7472,1.858715883
ASV7473,3.676535641
ASV7474,3.405835021
ASV7475,2.88707327
ASV7476,2.123327437
ASV7477,2.29814958
ASV7478,2.126567455
ASV7479,1.341339859
ASV7480,4.197880087
ASV7481,1.992417525
ASV7482,2.321270928
ASV7483,2.55541609
ASV7484,2.611320707
ASV7485,1.571557988
ASV7486,1.8320209
ASV7487,2.343056484
ASV7488,3.6299561
ASV7489,2.074084828
ASV7490,2.915994752
ASV7491,1.527718878
ASV7492,2.122157121
ASV7493,2.158862976
ASV7494,2.173509495
ASV7495,1.536261485
ASV7496,2.333997343
ASV7497,1.904869782
ASV7498,1.535377074
ASV7499,2.611848491
ASV7500,1.505107267
ASV7501,1.875025366
ASV7502,4.689367528
ASV7503,1.301141145
ASV7504,2.90141587
ASV7505,1.606529069
ASV7506,2.297701127
ASV7507,1.60145118
ASV7508,1.726831243
ASV7509,4.732172531
ASV7510,1.897237357
ASV7511,1.375601965
ASV7512,1.786235136
ASV7513,3.594467851
ASV7514,2.169838448
