index,predicted_copy_number
ASV3401,1.784244376
ASV3402,1.827391627
ASV3403,1.576502082
ASV3404,1.944159982
ASV3405,1.667351288
ASV3406,1.87829273
ASV3407,1.867168918
ASV3408,3.110998883
ASV3409,1.236424242
ASV3410,2.391689591
ASV3411,2.315309876
ASV3412,1.420183145
ASV3413,2.065422894
ASV3414,3.981684218
ASV3415,1.715975356
ASV3416,2.692721786
ASV3417,2.376233196
ASV3418,4.08594867
ASV3419,2.815938842
ASV3420,2.097869402
ASV3421,1.823737371
ASV3422,1.675946763
ASV3423,1.450950858
ASV3424,2.28128791
ASV3425,3.133639271
ASV3426,2.088528968
ASV3427,1.767472638
ASV3428,1.826669423
ASV3429,2.071476459
ASV3430,2.864166122
ASV3431,1.488356068
ASV3432,2.520685886
ASV3433,3.251405212
ASV3434,3.531889079
ASV3435,2.569629879
ASV3436,3.115623754
ASV3437,2.16423775
ASV3438,2.869593913
ASV3439,3.013545807
ASV3440,1.309391445
ASV3441,1.534052515
ASV3442,1.91175233
ASV3443,2.059497768
ASV3444,3.248085893
ASV3445,3.433311682
ASV3446,1.696997525
ASV3447,2.074371487
ASV3448,1.435683903
ASV3449,2.789956564
ASV3450,2.268573397
ASV3451,2.003411546
ASV3452,2.4720953
ASV3453,2.744403931
ASV3454,2.251970589
ASV3455,1.465057036
ASV3456,2.03229503
ASV3457,2.764296081
ASV3458,6.363122677
ASV3459,1.814484337
ASV3460,1.590778074
ASV3461,2.058586766
ASV3462,1.730584904
ASV3463,2.165541075
ASV3464,5.668972355
ASV3465,1.007168287
ASV3466,2.260373297
ASV3467,1.851648108
ASV3468,2.625854097
ASV3469,2.534903055
ASV3470,2.630838258
ASV3471,1.367931361
ASV3472,2.729616538
ASV3473,2.436384346
ASV3474,1.995367405
ASV3475,1.748648596
ASV3476,3.430755188
ASV3477,1.295189108
ASV3478,2.041627429
ASV3479,3.309582541
ASV3480,1.582031397
ASV3481,2.393779196
ASV3482,2.139781262
ASV3483,1.846404581
ASV3484,2.081463997
ASV3485,2.625911509
ASV3486,2.053057124
ASV3487,3.694413831
ASV3488,1.590496156
ASV3489,2.41827739
ASV3490,2.686737176
ASV3491,2.892326611
ASV3492,2.120943764
ASV3493,2.151583875
ASV3494,3.053113461
ASV3495,1.139347387
ASV3496,3.839151741
ASV3497,2.263139753
ASV3498,1.282998189
ASV3499,1.939892668
ASV3500,2.316923327
ASV3501,1.945727646
ASV3502,1.575879238
ASV3503,2.933561682
ASV3504,1.42696052
ASV3505,2.228417757
ASV3506,2.727932918
ASV3507,2.141906997
ASV3508,2.699604958
ASV3509,2.168689438
ASV3510,2.758589771
ASV3511,1.547002107
ASV3512,1.551478127
ASV3513,2.421519007
ASV3514,2.77234002
ASV3515,3.040428621
ASV3516,2.125087802
ASV3517,2.314963948
ASV3518,1.936702636
ASV3519,1.878267277
ASV3520,1.933436275
ASV3521,2.131258812
ASV3522,2.597541316
ASV3523,2.404632665
ASV3524,1.703932364
ASV3525,1.453382192
ASV3526,2.955927906
ASV3527,1.513150998
ASV3528,1.687919013
ASV3529,2.194350077
ASV3530,2.947675813
ASV3531,2.362602253
ASV3532,2.717890873
ASV3533,1.818364768
ASV3534,1.823454432
ASV3535,2.340739427
ASV3536,1.610262745
ASV3537,2.533114525
ASV3538,1.629536225
ASV3539,2.930786002
ASV3540,2.815868578
ASV3541,2.214228089
ASV3542,2.423219061
ASV3543,2.474056898
ASV3544,2.55781393
ASV3545,1.647366117
ASV3546,2.101145163
ASV3547,2.942961818
ASV3548,4.635879289
ASV3549,1.720329339
ASV3550,3.677227388
ASV3551,1.780615067
ASV3552,1.652347147
ASV3553,2.293737912
ASV3554,1.901586307
ASV3555,3.230246815
ASV3556,1.533597683
ASV3557,1.330349893
ASV3558,1.456441708
ASV3559,2.090807792
ASV3560,2.558848324
ASV3561,2.616872808
ASV3562,2.184213697
ASV3563,2.682333361
ASV3564,1.432817416
ASV3565,3.041192953
ASV3566,1.596106583
ASV3567,3.228521079
ASV3568,1.977366935
ASV3569,2.031560739
ASV3570,1.821195497
ASV3571,1.678359312
ASV3572,2.131745825
ASV3573,1.616617221
ASV3574,2.606063387
ASV3575,3.665978464
ASV3576,2.082992176
ASV3577,1.987371606
ASV3578,2.355167388
ASV3579,2.041443185
ASV3580,4.304676762
ASV3581,3.027325166
ASV3582,2.771317311
ASV3583,1.623536808
ASV3584,3.120520176
ASV3585,1.531586
ASV3586,1.479381564
ASV3587,3.130092679
ASV3588,1.687841095
ASV3589,1.587517971
ASV3590,7.583640644
ASV3591,1.606711936
ASV3592,2.436194391
ASV3593,1.43996258
ASV3594,1.774229549
ASV3595,2.101069793
ASV3596,2.607375797
ASV3597,2.0286435
ASV3598,4.362620936
ASV3599,2.472251199
ASV3600,1.861258726
ASV3601,2.106325965
ASV3602,2.047787081
ASV3603,2.316654019
ASV3604,2.459095909
ASV3605,2.728233066
ASV3606,2.020920768
ASV3607,3.205252845
ASV3608,2.069413764
ASV3609,2.81006733
ASV3610,1.400237417
ASV3611,1.472994153
ASV3612,2.719250617
ASV3613,1.21563682
ASV3614,2.39760444
ASV3615,3.197525819
ASV3616,2.347409957
ASV3617,2.165093664
ASV3618,3.01107505
ASV3619,2.174814005
ASV3620,1.293775169
ASV3621,1.38166367
ASV3622,2.557689934
ASV3623,2.274426149
ASV3624,3.247853399
ASV3625,2.44079095
ASV3626,2.033960166
ASV3627,2.836969937
ASV3628,2.449842448
ASV3629,2.790327762
ASV3630,3.392196741
ASV3631,2.786009056
ASV3632,2.464558464
ASV3633,1.775225017
ASV3634,1.885266866
ASV3635,1.360722091
ASV3636,1.785068988
ASV3637,6.503873035
ASV3638,1.818736315
ASV3639,2.794695796
ASV3640,3.046672695
ASV3641,1.716719982
ASV3642,2.128990641
ASV3643,2.14587894
ASV3644,1.652863399
ASV3645,2.493865874
ASV3646,2.621895085
ASV3647,2.558889941
ASV3648,3.423214383
ASV3649,1.85867315
ASV3650,2.76371815
ASV3651,2.473048626
ASV3652,2.943571255
ASV3653,2.980387109
ASV3654,4.067620636
ASV3655,2.541866907
ASV3656,2.981149455
ASV3657,2.080535438
ASV3658,1.792416315
ASV3659,2.200526615
ASV3660,4.528200076
ASV3661,2.279134145
ASV3662,2.198484696
ASV3663,3.064588534
ASV3664,2.009630636
ASV3665,1.961629269
ASV3666,2.016913852
ASV3667,2.256155993
ASV3668,8.091888306
ASV3669,2.042262243
ASV3670,1.608127398
ASV3671,3.367661603
ASV3672,2.763768251
ASV3673,1.384561125
ASV3674,3.545545168
ASV3675,2.85303767
ASV3676,1.753447974
ASV3677,4.375099868
ASV3678,2.092909946
ASV3679,2.080470291
ASV3680,1.57019232
ASV3681,1.850628317
ASV3682,1.743392276
ASV3683,2.133680766
ASV3684,3.267820595
ASV3685,1.426264268
ASV3686,1.467092954
ASV3687,2.103247291
ASV3688,2.453167295
ASV3689,1.710165169
ASV3690,1.547542326
ASV3691,2.816356111
ASV3692,1.806620814
ASV3693,2.761881737
ASV3694,2.830706511
ASV3695,2.38527227
ASV3696,1.50672644
ASV3697,2.558453837
ASV3698,2.161487843
ASV3699,1.932622041
ASV3700,2.655186354
ASV3701,2.444829106
ASV3702,2.663702531
ASV3703,3.253749102
ASV3704,2.095923112
ASV3705,1.948537762
ASV3706,3.754361269
ASV3707,1.79865095
ASV3708,1.447870522
ASV3709,1.776715776
ASV3710,2.515061295
ASV3711,1.388586229
ASV3712,2.078635998
ASV3713,1.961090785
ASV3714,1.789518425
ASV3715,2.646983203
ASV3716,2.068205234
ASV3717,1.568833778
ASV3718,1.990510841
ASV3719,2.544184966
ASV3720,1.759852844
ASV3721,1.884435334
ASV3722,2.334779286
ASV3723,2.885090492
ASV3724,1.531797524
ASV3725,3.176786007
ASV3726,2.036755705
ASV3727,8.008649282
ASV3728,3.522070225
ASV3729,2.001350297
ASV3730,2.939342309
ASV3731,2.098228962
ASV3732,3.65698106
ASV3733,3.722556989
ASV3734,3.06762358
ASV3735,4.358747636
ASV3736,2.254690122
ASV3737,2.9003613
ASV3738,5.12244197
ASV3739,2.50700886
ASV3740,2.402688902
ASV3741,1.849985203
ASV3742,1.76983928
ASV3743,3.363566815
ASV3744,2.896005573
ASV3745,3.291195411
ASV3746,3.800384055
ASV3747,2.763068666
ASV3748,1.995765915
ASV3749,1.666542026
ASV3750,2.180060987
ASV3751,1.431958688
ASV3752,1.303857766
ASV3753,2.825945889
ASV3754,2.075689859
ASV3755,3.85828229
ASV3756,2.421197402
ASV3757,1.41709472
ASV3758,1.450730641
ASV3759,2.496831743
ASV3760,1.381223441
ASV3761,1.926406502
ASV3762,1.442247559
ASV3763,2.094775549
ASV3764,3.039141893
ASV3765,9.176185711
ASV3766,1.554636544
ASV3767,1.364329285
ASV3768,1.281979742
ASV3769,2.094823517
ASV3770,2.287825809
ASV3771,2.049718346
ASV3772,1.640670196
ASV3773,3.17463853
ASV3774,1.847682405
ASV3775,2.919846319
ASV3776,1.471026835
ASV3777,1.991012858
ASV3778,2.729638893
ASV3779,2.41597426
ASV3780,0.9558908
ASV3781,1.867476184
ASV3782,2.480296386
ASV3783,1.358859309
ASV3784,3.023475185
ASV3785,2.520546067
ASV3786,6.864541204
ASV3787,1.860298134
ASV3788,3.498362097
ASV3789,1.271685776
ASV3790,2.365435493
ASV3791,1.800739859
ASV3792,2.034906732
ASV3793,3.294290983
ASV3794,1.425662748
ASV3795,1.838473431
ASV3796,2.680366533
ASV3797,2.130249322
ASV3798,2.469743555
ASV3799,2.625602533
ASV3800,2.381076614
ASV3801,2.640582403
ASV3802,2.003795786
ASV3803,2.017542737
ASV3804,1.775041713
ASV3805,2.239978164
ASV3806,2.985390441
ASV3807,3.058087218
ASV3808,1.713274541
ASV3809,2.624446375
ASV3810,4.676995189
ASV3811,2.737908064
ASV3812,3.017826646
ASV3813,3.112794668
ASV3814,3.002298025
ASV3815,1.654121677
ASV3816,2.081650492
ASV3817,2.637317715
ASV3818,2.298115725
ASV3819,3.590416754
ASV3820,2.462363284
ASV3821,1.385894374
ASV3822,1.886016578
ASV3823,1.698725086
ASV3824,1.74129675
ASV3825,2.659645705
ASV3826,2.887602195
ASV3827,1.431197646
ASV3828,1.795938638
ASV3829,1.263757652
ASV3830,1.634959202
ASV3831,1.958503774
ASV3832,1.556376967
ASV3833,3.271173024
ASV3834,2.535668456
ASV3835,1.723128005
ASV3836,4.666779941
ASV3837,1.575523221
ASV3838,3.177468175
ASV3839,2.080852387
ASV3840,3.007332608
ASV3841,1.925001612
ASV3842,2.43487453
ASV3843,1.897998248
ASV3844,2.314089813
ASV3845,2.894774777
ASV3846,1.853986751
ASV3847,2.204166475
ASV3848,1.583314655
ASV3849,2.262730533
ASV3850,1.439868977
ASV3851,2.111422116
ASV3852,1.786477718
ASV3853,2.277080305
ASV3854,4.062010696
ASV3855,2.432200465
ASV3856,5.083600682
ASV3857,2.484387335
ASV3858,3.605874813
ASV3859,1.504511501
ASV3860,2.512134237
ASV3861,2.605342825
ASV3862,1.305419524
ASV3863,3.365120076
ASV3864,3.005724517
ASV3865,1.899231118
ASV3866,1.660373899
ASV3867,3.444968467
ASV3868,1.836101599
ASV3869,2.234449016
ASV3870,1.560023832
ASV3871,1.550173186
ASV3872,1.776072396
ASV3873,2.496428964
ASV3874,2.569583845
ASV3875,3.292778052
ASV3876,2.244703432
ASV3877,3.061243911
ASV3878,1.800573794
ASV3879,1.346246304
ASV3880,3.710022286
ASV3881,1.961853395
ASV3882,3.081153693
ASV3883,4.306690795
ASV3884,1.986467455
ASV3885,1.433758181
ASV3886,1.68528051
ASV3887,2.630512253
ASV3888,2.217515968
ASV3889,2.657044729
ASV3890,5.962454936
ASV3891,5.07663766
ASV3892,5.860075942
ASV3893,2.061283794
ASV3894,1.399599435
ASV3895,1.095253266
ASV3896,2.322100397
ASV3897,2.744230071
ASV3898,1.57166457
ASV3899,1.952573125
ASV3900,2.764709138
ASV3901,3.764739233
ASV3902,3.093152844
ASV3903,2.231818369
ASV3904,2.70971996
ASV3905,3.412872478
ASV3906,1.610697456
ASV3907,2.995065865
ASV3908,2.36661828
ASV3909,2.435774369
ASV3910,3.34938817
ASV3911,3.162137101
ASV3912,3.234831309
ASV3913,1.316201025
ASV3914,1.091775663
ASV3915,2.991519285
ASV3916,2.192045218
ASV3917,3.306472728
ASV3918,3.452218494
ASV3919,1.350094946
ASV3920,2.38535958
ASV3921,3.39297335
ASV3922,1.695970315
ASV3923,3.813979481
ASV3924,2.640373594
ASV3925,2.057978592
ASV3926,2.033632202
ASV3927,9.074117985
ASV3928,2.933144634
ASV3929,3.463750556
ASV3930,2.147748639
ASV3931,1.400468049
ASV3932,1.448934338
ASV3933,9.114664988
ASV3934,1.857099879
ASV3935,2.014973916
ASV3936,2.705373039
ASV3937,2.494361407
ASV3938,2.259158359
ASV3939,1.205107812
ASV3940,1.267415472
ASV3941,2.404965687
ASV3942,4.854763321
ASV3943,2.649056389
ASV3944,2.727400858
ASV3945,3.323454084
ASV3946,2.220814476
ASV3947,1.487658353
ASV3948,1.632331592
ASV3949,9.341033252
ASV3950,1.883178373
ASV3951,3.099381175
ASV3952,3.026868077
ASV3953,1.926741086
ASV3954,1.553797373
ASV3955,3.132222982
ASV3956,1.705917334
ASV3957,2.810388767
ASV3958,3.399890327
ASV3959,1.19965254
ASV3960,2.723576363
ASV3961,2.374479781
ASV3962,2.174331704
ASV3963,2.200070859
ASV3964,2.041908077
ASV3965,4.203977555
ASV3966,1.615745549
ASV3967,3.646665083
ASV3968,2.111653952
ASV3969,2.765845488
ASV3970,2.626521583
ASV3971,2.388559808
ASV3972,1.379385546
ASV3973,4.351905982
ASV3974,3.291596681
ASV3975,1.41043084
ASV3976,2.03219265
ASV3977,2.474798213
ASV3978,6.035011514
ASV3979,1.626175688
ASV3980,2.04259277
ASV3981,1.525226316
ASV3982,2.795462391
ASV3983,2.959457733
ASV3984,2.127985445
ASV3985,1.015368588
ASV3986,5.83357633
ASV3987,1.332253071
ASV3988,2.099153102
ASV3989,2.710385399
ASV3990,1.771839438
ASV3991,3.053837806
ASV3992,2.482848859
ASV3993,1.403837147
ASV3994,1.32189349
ASV3995,1.956345342
ASV3996,1.504707211
ASV3997,2.394215061
ASV3998,2.250004585
ASV3999,3.516523125
ASV4000,3.377266192
ASV4001,2.109269339
ASV4002,1.717981697
ASV4003,2.878044107
ASV4004,2.959955718
ASV4005,3.362392988
ASV4006,1.85896301
ASV4007,1.774339025
ASV4008,2.533339932
ASV4009,2.981573021
ASV4010,1.487985941
ASV4011,1.869561741
ASV4012,2.164833194
ASV4013,3.013043305
ASV4014,2.387454189
ASV4015,1.507672032
ASV4016,2.25731086
ASV4017,4.207648513
ASV4018,2.179683383
ASV4019,2.19567591
ASV4020,2.954524417
ASV4021,1.408329606
ASV4022,3.556342955
ASV4023,1.100387615
ASV4024,1.849329163
ASV4025,4.336986015
ASV4026,2.09559154
ASV4027,1.807974403
ASV4028,3.749491902
ASV4029,1.687509753
ASV4030,1.908319776
ASV4031,2.127947156
ASV4032,2.056335586
ASV4033,4.237115813
ASV4034,3.093477853
ASV4035,3.105208254
ASV4036,2.736233239
ASV4037,3.552708065
ASV4038,2.331354866
ASV4039,1.13959026
ASV4040,1.473812339
ASV4041,2.12040319
ASV4042,1.91231155
ASV4043,2.104417788
ASV4044,2.182188732
ASV4045,2.031747048
ASV4046,2.690355356
ASV4047,2.06590795
ASV4048,3.673684269
ASV4049,3.840099138
ASV4050,3.057385583
ASV4051,2.710814551
ASV4052,2.045179901
ASV4053,2.042338318
ASV4054,1.50444488
ASV4055,2.260065613
ASV4056,2.246680183
ASV4057,1.719062789
ASV4058,1.176149272
ASV4059,2.008299378
ASV4060,2.349224715
ASV4061,3.903555563
ASV4062,4.141217467
ASV4063,2.398872624
ASV4064,1.893445619
ASV4065,1.268571805
ASV4066,3.462034705
ASV4067,1.848003017
ASV4068,1.848964676
ASV4069,2.480155191
ASV4070,1.768766315
ASV4071,2.442690837
ASV4072,1.473830605
ASV4073,2.666085623
ASV4074,2.012616803
ASV4075,1.116576118
ASV4076,1.950095449
ASV4077,2.073198872
ASV4078,2.183772995
ASV4079,1.535612655
ASV4080,8.71519273
ASV4081,2.80374536
ASV4082,2.449930594
ASV4083,2.455167277
ASV4084,2.093389974
ASV4085,1.596490471
ASV4086,1.329292721
ASV4087,1.447840393
ASV4088,1.886165731
ASV4089,1.612284103
ASV4090,5.654937069
ASV4091,1.965790042
ASV4092,4.389723241
ASV4093,2.140161089
ASV4094,3.315153349
ASV4095,1.536897846
ASV4096,1.847863182
ASV4097,1.776403772
ASV4098,1.871015441
ASV4099,2.681936379
ASV4100,1.366299898
ASV4101,1.507385215
ASV4102,3.333163396
ASV4103,2.394289584
ASV4104,1.709569936
ASV4105,1.916797635
ASV4106,3.237745498
ASV4107,1.787862415
ASV4108,3.079328046
ASV4109,3.872710714
ASV4110,1.226390392
ASV4111,1.657489515
ASV4112,2.372065775
ASV4113,1.757871774
ASV4114,1.693178712
ASV4115,2.654003028
ASV4116,1.591390897
ASV4117,1.272806891
ASV4118,2.530398422
ASV4119,1.323428308
ASV4120,3.256816335
ASV4121,2.310024291
ASV4122,2.525326965
ASV4123,1.378815783
ASV4124,2.060701514
ASV4125,1.590978817
ASV4126,1.276645337
ASV4127,4.834407448
ASV4128,2.532516678
ASV4129,2.214036681
ASV4130,2.746663983
ASV4131,2.640478437
ASV4132,4.398122977
ASV4133,2.980757911
ASV4134,1.682581135
ASV4135,1.271047417
ASV4136,2.119543924
ASV4137,2.113767646
ASV4138,3.320371122
ASV4139,3.899318902
ASV4140,1.816567238
ASV4141,2.538483116
ASV4142,1.734472531
ASV4143,1.81610626
ASV4144,1.780606273
ASV4145,1.722197367
ASV4146,2.531534597
ASV4147,1.724536919
ASV4148,1.510698711
ASV4149,2.681573807
ASV4150,1.307024254
ASV4151,1.71745989
ASV4152,3.12019078
ASV4153,2.640013429
ASV4154,1.935430878
ASV4155,7.875011473
ASV4156,1.9711422
ASV4157,2.211603412
ASV4158,1.919734368
ASV4159,3.087023899
ASV4160,1.611762599
ASV4161,2.480633981
ASV4162,1.616273792
ASV4163,2.45114903
ASV4164,1.66942908
ASV4165,2.947325786
ASV4166,3.046868319
ASV4167,3.161170118
ASV4168,2.942162603
ASV4169,2.93191555
ASV4170,2.334687983
ASV4171,2.182661694
ASV4172,2.370402845
ASV4173,1.685589179
ASV4174,1.8147842
ASV4175,2.281432012
ASV4176,1.579612506
ASV4177,1.808776892
ASV4178,1.734861624
ASV4179,1.959989822
ASV4180,2.613640961
ASV4181,1.686886557
ASV4182,8.046443712
ASV4183,1.726834731
ASV4184,1.761976684
ASV4185,2.762835214
ASV4186,3.676254663
ASV4187,1.690063712
ASV4188,3.893430557
ASV4189,2.991965078
ASV4190,1.416398179
ASV4191,1.412933855
ASV4192,1.964021354
ASV4193,2.160581436
ASV4194,1.865424072
ASV4195,3.045493823
ASV4196,3.238047344
ASV4197,1.702134522
ASV4198,2.187300079
ASV4199,2.157974443
ASV4200,1.354012245
ASV4201,1.69158565
ASV4202,2.488812795
ASV4203,2.919996096
ASV4204,1.640194013
ASV4205,1.245018581
ASV4206,1.323144042
ASV4207,2.884220191
ASV4208,1.696700091
ASV4209,2.29259197
ASV4210,2.490860595
ASV4211,2.121367749
ASV4212,1.86437593
ASV4213,1.830393291
ASV4214,1.887301064
ASV4215,2.439355383
ASV4216,2.610883907
ASV4217,1.670868498
ASV4218,1.804531417
ASV4219,3.909509613
ASV4220,1.885228805
ASV4221,7.10695604
ASV4222,5.530009375
ASV4223,1.999097361
ASV4224,2.802626127
ASV4225,1.652942186
ASV4226,3.085716218
ASV4227,1.926758009
ASV4228,6.95170509
ASV4229,1.969549178
ASV4230,3.788568817
ASV4231,2.501247198
ASV4232,2.215776184
ASV4233,1.870665635
ASV4234,2.313082418
ASV4235,3.023920791
ASV4236,2.881268889
ASV4237,1.773280442
ASV4238,6.02448074
ASV4239,2.172799202
ASV4240,2.841893471
ASV4241,1.4063227
ASV4242,5.540895353
ASV4243,2.188432456
ASV4244,2.072265356
ASV4245,1.640399993
ASV4246,1.522751893
ASV4247,1.674047629
ASV4248,1.728996358
ASV4249,1.517076942
ASV4250,2.404002115
ASV4251,2.844946554
ASV4252,1.671908391
ASV4253,1.445231616
ASV4254,2.322748084
ASV4255,1.770954798
ASV4256,2.733416035
ASV4257,1.70318372
ASV4258,3.156371076
ASV4259,3.206938042
ASV4260,2.295353054
ASV4261,2.303386846
ASV4262,1.528320117
ASV4263,1.62101651
ASV4264,1.99898845
ASV4265,1.915604908
ASV4266,2.608930988
ASV4267,2.073777646
ASV4268,2.025233983
ASV4269,2.14540461
ASV4270,1.623592712
ASV4271,1.489493061
ASV4272,1.793442279
ASV4273,2.649491554
ASV4274,4.631999722
ASV4275,2.040646894
ASV4276,2.622631996
ASV4277,3.42146337
ASV4278,1.489947314
ASV4279,2.977971669
ASV4280,1.383527593
ASV4281,2.785119501
ASV4282,2.519798015
ASV4283,1.726265501
ASV4284,1.824322374
ASV4285,1.934482479
ASV4286,6.45578672
ASV4287,1.780647381
ASV4288,1.500297318
ASV4289,2.14442714
ASV4290,1.502688402
ASV4291,2.336632765
ASV4292,1.599432772
ASV4293,1.594446239
ASV4294,2.607833465
ASV4295,1.88043273
ASV4296,1.095135142
ASV4297,1.698639636
ASV4298,2.638053574
ASV4299,2.016475216
ASV4300,2.88065517
ASV4301,2.268404894
ASV4302,1.213139058
ASV4303,3.449917214
ASV4304,3.478537411
ASV4305,1.660868858
ASV4306,2.585583789
ASV4307,2.387540348
ASV4308,2.412421798
ASV4309,1.455452633
ASV4310,2.097371275
ASV4311,3.097935802
ASV4312,1.583274091
ASV4313,2.281695211
ASV4314,1.551677967
ASV4315,2.388395748
ASV4316,2.219768179
ASV4317,2.034776796
ASV4318,3.847502386
ASV4319,2.484247757
ASV4320,1.261933629
ASV4321,2.42127226
ASV4322,1.858861073
ASV4323,2.660385604
ASV4324,2.523810001
ASV4325,2.522364116
ASV4326,3.223823453
ASV4327,3.879146938
ASV4328,2.375839988
ASV4329,3.025189449
ASV4330,1.575283296
ASV4331,1.532958523
ASV4332,2.264469453
ASV4333,2.054515836
ASV4334,3.440666096
ASV4335,5.484711864
ASV4336,1.812165281
ASV4337,2.365124638
ASV4338,2.463142765
ASV4339,5.136558136
ASV4340,2.88263905
ASV4341,2.136594134
ASV4342,1.632095603
ASV4343,1.858989599
ASV4344,2.226650014
ASV4345,2.973440557
ASV4346,1.586888101
ASV4347,1.853395431
ASV4348,2.507399981
ASV4349,2.740294617
ASV4350,3.236382843
ASV4351,1.840647582
ASV4352,2.353392751
ASV4353,1.56558995
ASV4354,2.502850154
ASV4355,1.857588932
ASV4356,2.774212459
ASV4357,2.599427668
ASV4358,2.117135595
ASV4359,2.043695123
ASV4360,3.680471024
ASV4361,7.753125463
ASV4362,1.11911655
ASV4363,1.89036649
ASV4364,2.374999716
ASV4365,2.34979098
ASV4366,1.484637419
ASV4367,2.452054913
ASV4368,3.575369016
ASV4369,1.518871807
ASV4370,1.701860932
ASV4371,1.865414161
ASV4372,2.666579797
ASV4373,1.211828307
ASV4374,7.275956892
ASV4375,3.424438313
ASV4376,2.172703829
ASV4377,3.045100135
ASV4378,1.790508579
ASV4379,2.423380003
ASV4380,1.804499035
ASV4381,2.622159937
ASV4382,2.766561029
ASV4383,2.604562483
ASV4384,7.770946473
ASV4385,1.520641135
ASV4386,1.884641353
ASV4387,3.982046598
ASV4388,3.036659833
ASV4389,1.831750225
ASV4390,3.33887247
ASV4391,3.054529965
ASV4392,2.346002306
ASV4393,2.021535861
ASV4394,1.680402761
ASV4395,2.24810815
ASV4396,2.444289112
ASV4397,2.815120761
ASV4398,2.09131146
ASV4399,2.93685472
ASV4400,2.30047646
ASV4401,1.498671855
ASV4402,3.387598826
ASV4403,2.033881057
ASV4404,1.710208278
ASV4405,1.778003137
ASV4406,1.81320355
ASV4407,2.040644151
ASV4408,2.744544919
ASV4409,3.862887428
ASV4410,1.82074144
ASV4411,1.963882753
ASV4412,2.4594351
ASV4413,3.501748452
ASV4414,1.470729912
ASV4415,2.286832763
ASV4416,1.630816449
ASV4417,1.527176762
ASV4418,1.954516814
ASV4419,7.594097957
ASV4420,4.641350183
ASV4421,2.394696439
ASV4422,1.920737536
ASV4423,2.12574928
ASV4424,2.443117874
ASV4425,1.639646629
ASV4426,1.836577943
ASV4427,1.935356785
ASV4428,3.163271203
ASV4429,4.038501192
ASV4430,1.780699532
ASV4431,2.769710749
ASV4432,3.233030588
ASV4433,1.673975166
ASV4434,2.008849291
ASV4435,2.053119586
ASV4436,1.072754864
ASV4437,3.150661638
ASV4438,1.334635382
ASV4439,1.177611792
ASV4440,1.582570894
ASV4441,2.436964761
ASV4442,2.740096038
ASV4443,2.002182064
ASV4444,1.910186309
ASV4445,1.630658318
ASV4446,1.915038712
ASV4447,2.066368616
ASV4448,1.427689313
ASV4449,2.324140646
ASV4450,1.659669289
ASV4451,3.234645863
ASV4452,1.733581285
ASV4453,1.885023969
ASV4454,3.45373341
ASV4455,6.000332897
ASV4456,2.767751328
ASV4457,1.297343668
ASV4458,3.32586101
ASV4459,1.48390549
ASV4460,2.271668756
ASV4461,1.672374635
ASV4462,2.424438043
ASV4463,2.001954069
ASV4464,1.568276006
ASV4465,2.908427745
ASV4466,2.519309395
ASV4467,2.447930844
ASV4468,1.651387971
ASV4469,2.426787721
ASV4470,1.591211311
ASV4471,1.805989081
ASV4472,2.126138891
ASV4473,2.563687138
ASV4474,1.688432536
ASV4475,2.335585267
ASV4476,7.654614402
ASV4477,2.326209702
ASV4478,2.276142889
ASV4479,1.892247311
ASV4480,2.036047435
ASV4481,1.9267688
ASV4482,6.2978265
ASV4483,3.343344624
ASV4484,2.377243729
ASV4485,2.453448335
ASV4486,1.461522793
ASV4487,9.056300129
ASV4488,3.861986287
ASV4489,1.591116253
ASV4490,2.578100144
ASV4491,1.441389337
ASV4492,2.33391026
ASV4493,1.659254098
ASV4494,2.129675986
ASV4495,1.198767948
ASV4496,3.708719317
ASV4497,2.560398577
ASV4498,4.803266841
ASV4499,2.073819719
ASV4500,3.231758505
ASV4501,1.919848169
ASV4502,1.848961039
ASV4503,1.934180874
ASV4504,2.513389458
ASV4505,1.64285491
ASV4506,1.969971967
ASV4507,2.835457506
ASV4508,2.035910259
ASV4509,1.433138361
ASV4510,1.736298648
ASV4511,2.25724378
ASV4512,3.139682569
ASV4513,3.556839677
ASV4514,2.833063457
ASV4515,1.617847228
ASV4516,1.761866686
ASV4517,1.38681536
ASV4518,2.538216368
ASV4519,1.713564625
ASV4520,3.114062241
ASV4521,1.785222893
ASV4522,8.482961762
ASV4523,2.773731477
ASV4524,1.366990681
ASV4525,2.026178863
ASV4526,2.123094581
ASV4527,2.645224827
ASV4528,1.872177038
ASV4529,2.08254365
ASV4530,1.923010114
ASV4531,1.584468293
ASV4532,10.58719115
ASV4533,2.170013074
ASV4534,2.535181531
ASV4535,1.665951723
ASV4536,2.17028415
ASV4537,2.062279564
ASV4538,3.69038621
ASV4539,1.97994056
ASV4540,2.888116622
ASV4541,2.682647685
ASV4542,2.759916657
ASV4543,2.379766262
ASV4544,2.139324236
ASV4545,1.89811906
ASV4546,2.987982024
ASV4547,1.846169671
ASV4548,1.520395035
ASV4549,3.071011406
ASV4550,1.752386382
ASV4551,1.398093038
ASV4552,1.591548002
ASV4553,2.106801752
ASV4554,1.955112247
ASV4555,1.983957156
ASV4556,2.367738916
ASV4557,2.097610316
ASV4558,1.695887007
ASV4559,1.264088645
ASV4560,2.44562838
ASV4561,2.587649668
ASV4562,2.093824859
ASV4563,1.586500237
ASV4564,2.912828872
ASV4565,1.915490356
